statement,fact,fact_explanation,fact_confidence,physical,physical_explanation,physical_confidence,literal language,literal language_explanation,literal language_confidence,positive,positive_explanation,positive_confidence,knowledge,knowledge_explanation,knowledge_confidence,everyday,everyday_explanation,everyday_confidence,commonsense,design_point,model
"When it rains it pours, therefore prepare extra buckets for floods.",0,"How much 'pours' and buckets needed varies personally. Somewhat confident subjective degree, not fixed fact.",3,1,Rain volume and flooding follow hydrology and gravity. Somewhat confident measurable natural rules.,3,0,"Deploys the hyperbole 'when it rains it pours'. Very confident exaggerated idiom, not exact rainfall report.",4,0,"Advises preparation as the sensible step. Somewhat confident value of readiness, not just weather law.",3,0,"Reasons extra buckets from the saying plus leak experience. Very confident derived action, not isolated fact.",4,1,"Preparing for leaks during storms is household routine. Very confident ordinary, encountered by many.",4,"Heavy rain often overwhelms, so people keep extra containers ready from past leaks.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",x-ai/grok-4.6
"Barking dogs seldom bite, therefore walk up to noisy dogs slowly.",0,"Seldom-bite claim is probabilistic belief, not certain. Somewhat confident cannot be proven for every dog.",3,1,Dog vocalization and movement are biological behaviors. Somewhat confident natural animal traits.,3,0,"Includes the proverb 'barking dogs seldom bite' as folk metaphor. Very confident figurative generalization, not literal always.",4,0,"Recommends slow walking as proper caution. Somewhat confident ought-to behavior, not empirical only.",3,0,"Concludes cautious approach from proverb plus animal logic. Very confident inference step, not raw data.",4,1,"Encountering barking dogs in parks or streets is common. Very confident ordinary, not specialized.",4,"Most barking is warning not attack, a pattern pet owners and walkers notice.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",x-ai/grok-4.6
"A bird in the hand is worth two in the bush, therefore pick this fruit.",0,"Relative worth of sure versus possible is personal. Somewhat confident subjective, not demonstrable.",3,1,Fruit picking involves biology of ripeness and gravity. Somewhat confident objective plant features.,3,0,"Uses the aphorism 'a bird in the hand is worth two in the bush'. Very confident metaphorical valuation, not literal birds.",4,0,"Implies one should take the sure fruit, a prudence value. Somewhat confident advisory, not mere description.",3,0,Infers picking now from the proverb plus ripeness logic. Very confident combined conclusion.,4,1,Gathering fruit from a tree or market is everyday possible. Very confident common experience.,4,"Securing what is reachable beats chasing uncertain more, applied to picking produce.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",x-ai/grok-4.6
"You can't have your cake and eat it too, therefore save some for tomorrow.",0,"Whether saving is always wiser depends on taste. Somewhat confident preference, not objective.",3,1,Cake as food follows chemistry of spoilage and consumption. Somewhat confident physical substance.,3,0,"Contains the proverb 'you can't have your cake and eat it too'. Very confident idiomatic paradox, not plain eating.",4,0,"Counsels saving as better choice, a restraint value. Somewhat confident judgment, not scientific.",3,0,"Derives saving from the saying plus scarcity logic. Very confident reasoned, not just knowledge.",4,1,Deciding leftovers after dessert is routine. Very confident ordinary meal situation.,4,"Consuming all now leaves none later, a trade-off learned from leftover desserts.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",x-ai/grok-4.6
"The pot calling the kettle black, therefore clean all dishes equally well.",0,How equally or what 'black' means is interpretive. Somewhat confident not strictly verifiable.,3,1,"Pots, kettles and residue involve heat and material physics. Somewhat confident natural staining.",3,0,"Employs the idiom 'the pot calling the kettle black' metaphorically. Very confident figurative hypocrisy image, not color fact.",4,0,Urges equal cleaning as fair practice. Somewhat confident value of thoroughness.,3,0,Concludes equal cleaning from idiom plus shared dirt logic. Very confident inference.,4,1,Washing dishes after cooking is daily chore. Very confident ordinary kitchen task.,4,"Both cookware get equally dirty, so people wash them the same from kitchen mess.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",x-ai/grok-4.6
"Burning the candle at both ends, therefore snuff one wick to save wax.",0,"When to snuff for 'saving' is personal timing. Somewhat confident subjective, not fact.",3,1,"Candle wax, flame and melting follow thermodynamics. Somewhat confident measurable physics.",3,0,"Uses the metaphor 'burning the candle at both ends'. Very confident figurative excess, not always dual flame.",4,0,"Advises snuffing to conserve, a thrift value. Somewhat confident should-statement.",3,0,"Infers snuffing from proverb plus combustion logic. Very confident derived, not observation alone.",4,1,"Using candles for light or scent occurs commonly. Very confident possible daily, not abstract.",4,"Using both ends wastes faster, so extinguishing one extends light from experience.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",x-ai/grok-4.6
"A leopard can't change its spots, therefore leave the cat's fur natural.",0,Whether spots 'can't change' applied to cats is analogical. Somewhat confident not objectively fixed.,3,1,Fur pigmentation and animal coats are biological. Somewhat confident natural traits.,3,0,"Includes the proverb 'a leopard can't change its spots' as metaphor. Very confident figurative permanence, not literal feline.",4,0,Implies accepting natural look as right. Somewhat confident value of non-interference.,3,0,Concludes leaving fur from saying plus biology logic. Very confident reasoned conclusion.,4,1,"Pet cats with patterns are household common. Somewhat confident ordinary, though leopard rare.",3,"Natural markings stay, so owners accept pet appearance without alteration attempts.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",x-ai/grok-4.6
"Make hay while the sun shines, therefore dry clothes in today's sunlight.",0,Whether today is sufficiently sunny is judgment. Somewhat confident not independently certain.,3,1,"Sunlight, moisture and drying obey physics of evaporation. Somewhat confident natural process.",3,0,"Features the proverb 'make hay while the sun shines' metaphorically. Very confident figurative opportunity, not literal hay.",4,0,Counsels doing it today as wise timing. Somewhat confident advisory value.,3,0,Derives drying clothes from proverb plus evaporation logic. Very confident inference.,4,1,Hanging laundry outside is routine in many homes. Very confident ordinary weather-dependent task.,4,"Sunny hours speed drying, a timing people use for laundry from weather watching.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",x-ai/grok-4.6
"Too many cooks spoil the broth, therefore stir the pot alone tonight.",0,"How many 'too many' spoils is taste-based. Somewhat confident subjective, not proven number.",3,1,Broth consistency and stirring involve chemistry and fluids. Somewhat confident physical properties.,3,0,"Uses the aphorism 'too many cooks spoil the broth' hyperbolically. Very confident figurative, not exact cook count.",4,0,Recommends one person as better method. Somewhat confident preference for order.,3,0,Infers solo stirring from saying plus mixing logic. Very confident combined reasoning.,4,1,Cooking soup or stew is common kitchen activity. Very confident daily possible experience.,4,"Multiple stirrers conflict and ruin consistency, learned from shared cooking messes.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",x-ai/grok-4.6
"Don't cry over spilled milk, therefore clean the mess without fuss.",0,Whether crying is never warranted is personal. Somewhat confident cannot be shown always correct.,3,1,Milk liquid and floor absorption follow physics of fluids. Somewhat confident measurable mess.,3,0,"Contains the idiom 'don't cry over spilled milk' as advice metaphor. Very confident figurative, not literal weeping.",4,0,Urges no fuss as the proper attitude. Somewhat confident emotional-value judgment.,3,0,Concludes fuss-free cleaning from idiom plus spill logic. Very confident derived action.,4,1,Spilling drinks and wiping floors occur often. Very confident ordinary household event.,4,"Spills happen and tears waste time, so wiping promptly is practical from kitchen accidents.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",x-ai/grok-4.6
"An apple a day keeps the doctor away, therefore eat fruit every morning.",0,"Keeps-doctor-away effect is believed, not proven daily. Somewhat confident inherently unverifiable claim.",3,1,"Apples, digestion and body are biological. Somewhat confident natural health features.",3,0,"Employs the proverb 'an apple a day keeps the doctor away'. Very confident hyperbolic folk saying, not medical literal.",4,0,Advises eating fruit as health duty. Somewhat confident value of prevention.,3,0,Infers daily fruit from proverb plus nutrition logic. Very confident conclusion from premises.,4,1,Eating breakfast fruit is routine for many. Very confident ordinary meal choice.,4,"Regular fruit is thought healthy, a habit many adopt from common dietary talk.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",x-ai/grok-4.6
"Water under the bridge, therefore let the flooded path dry out.",0,When it is 'under the bridge' enough is judgment. Somewhat confident not objective timeline.,3,1,Flood water and drying involve hydrology and sun physics. Somewhat confident natural dissipation.,3,0,"Uses the idiom 'water under the bridge' metaphorically for past. Very confident figurative, not current water report.",4,0,Suggests allowing dry as acceptable. Somewhat confident patience value.,3,0,Derives letting-dry from idiom plus evaporation logic. Very confident reasoned wait.,4,1,Puddles after rain on paths are common. Very confident ordinary weather leftover.,4,"Past flooding recedes naturally, so waiting for sun is simpler than extra effort.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",x-ai/grok-4.6
"Hit the nail on the head, therefore hammer straight to hang the frame.",0,What counts as 'on the head' enough is approximate. Somewhat confident not exact science here.,3,1,"Nails, hammers and force follow physics of impact. Somewhat confident measurable mechanics.",3,0,"Includes the idiom 'hit the nail on the head' for precision. Very confident metaphorical accuracy, not only carpentry.",4,0,Implies one should strike straight as correct way. Somewhat confident technique value.,3,0,Concludes straight hammering from idiom plus mechanics. Very confident logical application.,4,1,Hanging frames or pictures is household task. Very confident ordinary DIY.,4,"Accurate striking succeeds at hanging, a skill from putting up pictures at home.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",x-ai/grok-4.6
"The straw that broke the camel's back, therefore take books off the stacked table.",0,Which item is 'the straw' is perceptual. Somewhat confident cannot be shown precisely correct.,3,1,"Weight, tables and collapse obey gravity and strength. Somewhat confident physical limits.",3,0,"Deploys the hyperbole 'the straw that broke the camel's back'. Very confident figurative last increment, not literal camel.",4,0,Advises removing extras as precaution. Somewhat confident safety value judgment.,3,0,Infers unloading from proverb plus load-bearing logic. Very confident conclusion from knowledge.,4,1,Stacked books on tables happen in homes. Very confident common clutter situation.,4,"Extra weight finally collapses stacks, so removing some prevents falls from wobbly furniture.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",x-ai/grok-4.6
"If a person smiles at you, they probably like you.",0,Whether a smile truly signals liking cannot be proven true or false for every case. I am very confident it is opinion rather than fact because the claim stays subjective.,4,0,"The content concerns human perceptions and interpersonal liking, not physical laws. I am very confident it is social rather than physical because it originates in human interaction.",4,1,The wording is ordinary and denotes exactly the inference described with no metaphor or exaggeration. I am very confident it is literal because nothing figurative appears.,4,1,The sentence reports an observed social pattern instead of telling anyone how they ought to behave. I am somewhat confident it is positive rather than normative because it stays descriptive.,3,0,It infers liking from a smile by combining knowledge of expressions with logic rather than stating a bare observation. I am very confident this is reasoning and not mere knowledge because a conclusion is explicitly drawn.,4,1,Smiling and interpreting it happen constantly in ordinary greetings. I am very confident it is everyday and not abstract because anyone can witness it.,4,Humans routinely read facial cues to infer social feelings in daily encounters.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'everyday']",x-ai/grok-4.6
Someone who interrupts often does not respect others.,0,"The link between interrupting and disrespect remains a personal interpretation, not objectively testable. I am very confident it is opinion rather than fact.",4,0,It addresses human respect and conversational rules created by people. I am very confident it is social rather than physical.,4,1,Plain words state the exact claim without idioms or hyperbole. I am very confident it is literal language and not figurative.,4,1,It describes a regularity of behavior rather than prescribing manners. I am somewhat unconfident it fully avoids being normative given the judgment involved.,2,0,"Respect is concluded from interruption frequency via social knowledge plus logic, not a standalone fact. I am very confident this is reasoning because an inference is presented.",4,1,"Interruptions occur in meetings, dinners and calls that everyone experiences. I am very confident it is everyday rather than abstract.",4,People treat frequent interruption as a reliable sign of low regard in conversation.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'everyday']",x-ai/grok-4.6
"If guests bring wine, they want to contribute to dinner.",0,The host’s reading of motive cannot be shown objectively correct every time. I am very confident it is opinion rather than fact.,4,0,The statement deals with hospitality customs invented by humans. I am very confident it is social rather than physical.,4,1,"The sentence uses everyday terms that mean precisely what they say. I am very confident it is literal, not a figure of speech.",4,1,"It reports an observed pattern of guest behavior, not a rule one must follow. I am somewhat confident it is positive rather than normative.",3,0,"Intent to contribute is inferred from the gift by combining custom and logic. I am very confident this is reasoning, not mere knowledge.",4,1,"Dinner invitations and gift-bringing happen in ordinary social life. I am very confident it is everyday, not abstract.",4,Bringing a bottle is commonly read as a helpful social gesture at meals.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'everyday']",x-ai/grok-4.6
A quiet classroom means the teacher is strict.,0,"Quiet could stem from many causes, so the conclusion stays subjective. I am very confident it is opinion, not fact.",4,0,It concerns human authority relations inside an institution people created. I am very confident it is social rather than physical.,4,1,Ordinary words convey the exact meaning without metaphor. I am very confident it is literal language.,4,1,"The claim describes a perceived regularity, not an educational ought. I am somewhat unconfident because evaluating strictness leans normative.",2,0,Teacher strictness is concluded from quiet via knowledge of school dynamics plus inference. I am very confident this is reasoning rather than simple observation.,4,1,Schoolrooms and their noise levels are part of nearly everyone’s experience. I am very confident it is everyday.,4,Silence is widely taken as evidence of firm classroom control.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'everyday']",x-ai/grok-4.6
"If coworkers eat lunch together, they get along well.",0,Harmony cannot be proven from lunch companionship alone. I am very confident it is opinion.,4,0,The topic is human workplace relationships of social origin. I am very confident it is social.,4,1,The phrasing is direct and means exactly the stated inference. I am very confident it is literal.,4,1,It notes an empirical social pattern rather than dictating lunch etiquette. I am somewhat confident it remains positive.,3,0,Getting along is inferred from joint lunches by combining workplace knowledge and logic. I am very confident this is reasoning.,4,1,Office lunches occur in ordinary working life. I am very confident it is everyday.,4,Shared meals at work are commonly viewed as a sign of friendly relations.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'everyday']",x-ai/grok-4.6
People who remember birthdays care about you.,0,Whether memory equals care remains a subjective judgment. I am very confident it is opinion.,4,0,It involves human caring and calendar customs people invented. I am very confident it is social.,4,1,Simple words state the claim without figurative devices. I am very confident it is literal.,4,1,"The sentence describes a believed regularity, not a moral command. I am somewhat unconfident given the value-laden reading.",2,0,Caring is concluded from memory of dates using social knowledge plus inference. I am very confident this is reasoning.,4,1,Birthday greetings appear in ordinary friendships. I am very confident it is everyday.,4,Recalling personal dates is widely treated as proof of caring.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'everyday']",x-ai/grok-4.6
"If the host looks tired, the party is lasting too long.",0,Whether the gathering is truly too long is a personal assessment. I am very confident it is opinion.,4,0,The inference concerns human hosting norms of social origin. I am very confident it is social.,4,1,The language is plain and matches its meaning exactly. I am very confident it is literal.,4,1,It reports an observed cue rather than saying parties should end. I am somewhat confident it is positive.,3,0,Duration judgment is drawn from visible tiredness via knowledge and logic. I am very confident this is reasoning.,4,1,House parties and host fatigue occur in everyday socializing. I am very confident it is everyday.,4,Guests commonly infer from the host’s fatigue that an event has overstayed.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'everyday']",x-ai/grok-4.6
Shoppers who haggle think the price is too high.,0,The shopper’s true thought cannot be demonstrated objectively. I am very confident it is opinion.,4,0,Haggling and value judgments are human economic customs. I am very confident it is social.,4,1,Everyday terms convey the exact idea with no figures of speech. I am very confident it is literal.,4,1,"The statement describes buyer behavior, not a rule of commerce. I am somewhat confident it is positive.",3,0,Belief about price is inferred from haggling by combining market knowledge and logic. I am very confident this is reasoning.,4,1,Markets and price talk are ordinary shopping experiences. I am very confident it is everyday.,4,Bargaining is widely read as a belief that an asking price exceeds value.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'everyday']",x-ai/grok-4.6
"If children share toys, they are learning to be friends.",0,Whether sharing equals learning friendship stays a subjective view. I am very confident it is opinion.,4,0,"The claim addresses human friendship formation, a social construct. I am very confident it is social.",4,1,The words are ordinary and mean precisely what they state. I am very confident it is literal.,4,1,It notes an observed childhood pattern rather than prescribing sharing. I am somewhat unconfident because it borders on a social value.,2,0,Friendship learning is concluded from sharing via developmental knowledge plus inference. I am very confident this is reasoning.,4,1,Playgrounds and toy disputes belong to ordinary family life. I am very confident it is everyday.,4,Toy-sharing is commonly seen as early evidence of budding friendship.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'everyday']",x-ai/grok-4.6
A person checking time frequently wants to leave.,0,The inner wish cannot be proven for every time-check. I am very confident it is opinion.,4,0,Time-checking in social settings reflects human conversational norms. I am very confident it is social.,4,1,Plain language expresses the exact inference without metaphor. I am very confident it is literal.,4,1,It describes a behavioral regularity rather than an etiquette rule. I am somewhat confident it is positive.,3,0,Desire to leave is inferred from clock-watching by combining cues and logic. I am very confident this is reasoning.,4,1,Meetings and dinners where people watch the clock are common. I am very confident it is everyday.,4,Repeated glances at a clock are widely taken as a desire to depart.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'everyday']",x-ai/grok-4.6
"If neighbors wave, they are being friendly.",0,"The wave’s meaning remains a personal reading, not a fact. I am very confident it is opinion.",4,0,Waving customs are human-created social signals. I am very confident it is social.,4,1,The sentence uses straightforward words that mean exactly that. I am very confident it is literal.,4,1,"It reports an observed greeting pattern, not a duty to wave. I am somewhat confident it is positive.",3,0,Friendliness is concluded from waving via social knowledge and logic. I am very confident this is reasoning.,4,1,Neighborhood greetings occur in ordinary residential life. I am very confident it is everyday.,4,A wave from next door is routinely interpreted as neighborly friendliness.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'everyday']",x-ai/grok-4.6
Employees who stay late are dedicated to their jobs.,0,"Staying late could have many motives, so the reading is subjective. I am very confident it is opinion.",4,0,Job dedication belongs to human workplace culture. I am very confident it is social.,4,1,Ordinary phrasing states the claim directly. I am very confident it is literal.,4,1,The sentence describes perceived effort rather than saying one must stay late. I am somewhat unconfident because dedication is value-tinged.,2,0,Dedication is inferred from overtime by combining work norms and logic. I am very confident this is reasoning.,4,1,Office overtime is part of many people’s ordinary workdays. I am very confident it is everyday.,4,Working past hours is commonly viewed as a sign of job dedication.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'everyday']",x-ai/grok-4.6
"If someone avoids a topic, it makes them uncomfortable.",0,The inner feeling cannot be demonstrated objectively. I am very confident it is opinion.,4,0,Topic taboos are socially constructed human rules. I am very confident it is social.,4,1,The language is plain and literal. I am very confident it is not figurative.,4,1,It notes a behavioral cue rather than prescribing conversation topics. I am somewhat confident it is positive.,3,0,Discomfort is concluded from avoidance using conversational knowledge plus inference. I am very confident this is reasoning.,4,1,Awkward subjects arise in ordinary talks with friends or family. I am very confident it is everyday.,4,Topic avoidance is widely read as a sign of personal discomfort.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'everyday']",x-ai/grok-4.6
Couples holding hands in public are showing affection.,0,"The gesture could mean other things, remaining a subjective take. I am very confident it is opinion.",4,0,Public affection displays follow human social conventions. I am very confident it is social.,4,1,Simple words mean exactly the stated idea. I am very confident it is literal.,4,1,"The claim describes an observed couple behavior, not a romance rule. I am somewhat confident it is positive.",3,0,Affection is inferred from the gesture by combining cultural knowledge and logic. I am very confident this is reasoning.,4,1,Seeing couples on sidewalks is an ordinary public experience. I am very confident it is everyday.,4,Public hand-holding is commonly understood as a display of affection.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'everyday']",x-ai/grok-4.6
"If the audience claps loudly, they enjoyed the performance.",0,"Clapping can be polite rather than genuine, so the inference is subjective. I am very confident it is opinion.",4,0,Applause customs are human-created audience norms. I am very confident it is social.,4,1,The wording is ordinary and exact. I am very confident it is literal.,4,1,It reports an audience regularity rather than saying one should clap. I am somewhat confident it is positive.,3,0,Enjoyment is concluded from volume of clapping via performance knowledge and logic. I am very confident this is reasoning.,4,1,"Concerts, plays and school recitals belong to everyday leisure. I am very confident it is everyday.",4,Loud applause is routinely taken as evidence the show pleased people.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'everyday']",x-ai/grok-4.6
People who give advice think they know better.,0,The adviser’s true thought cannot be proven. I am very confident it is opinion.,4,0,Advice-giving reflects human status and helpfulness norms. I am very confident it is social.,4,1,Plain terms state the exact claim. I am very confident it is literal.,4,1,"The sentence describes a perceived motive, not a rule against advising. I am somewhat unconfident given the judgmental tone.",2,0,A sense of superiority is inferred from advising by combining social knowledge and logic. I am very confident this is reasoning.,4,1,Friends and relatives offering advice occur constantly. I am very confident it is everyday.,4,Unsolicited advice is commonly read as a belief in one’s superior knowledge.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'everyday']",x-ai/grok-4.6
"If a friend defends you, they value the friendship.",0,The defender’s valuation remains a subjective interpretation. I am very confident it is opinion.,4,0,Friendship value is a human social construct. I am very confident it is social.,4,1,The language is straightforward and literal. I am very confident it is not figurative.,4,1,It notes an observed loyal act rather than prescribing loyalty. I am somewhat confident it is positive.,3,0,Valuing the friendship is concluded from defense using relational knowledge plus inference. I am very confident this is reasoning.,4,1,Friends defending one another happens in ordinary social life. I am very confident it is everyday.,4,Standing up for someone is widely seen as proof the bond matters.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'everyday']",x-ai/grok-4.6
Drivers who honk repeatedly are impatient.,0,The honker’s mood cannot be shown objectively. I am very confident it is opinion.,4,0,Horn use follows human road-etiquette conventions. I am very confident it is social.,4,1,Ordinary words convey the precise meaning. I am very confident it is literal.,4,1,"The claim describes a driving pattern, not a traffic law. I am somewhat confident it is positive.",3,0,Impatience is inferred from honking frequency via traffic knowledge and logic. I am very confident this is reasoning.,4,1,Traffic jams and honking are part of ordinary commuting. I am very confident it is everyday.,4,Repeated honking is commonly interpreted as driver impatience.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'everyday']",x-ai/grok-4.6
"If family gathers for holidays, they prioritize togetherness.",0,The family’s true priority stays a subjective reading. I am very confident it is opinion.,4,0,Holiday gatherings are socially constructed human rituals. I am very confident it is social.,4,1,The phrasing is plain and exact. I am very confident it is literal.,4,1,It reports an observed family pattern rather than a duty to gather. I am somewhat unconfident because prioritizing is value-like.,2,0,Priority on togetherness is concluded from gathering via family knowledge and logic. I am very confident this is reasoning.,4,1,Holiday meals and visits belong to ordinary family experience. I am very confident it is everyday.,4,Holiday reunions are widely read as placing family time first.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'everyday']",x-ai/grok-4.6
Someone offering their seat is being considerate.,0,"The offerer’s motive remains an interpretation, not a fact. I am very confident it is opinion.",4,0,Seat-offering belongs to human politeness codes. I am very confident it is social.,4,1,Simple language means exactly what it says. I am very confident it is literal.,4,1,"The sentence describes a helpful gesture, not a rule one must follow. I am somewhat confident it is positive.",3,0,Considerateness is inferred from the offer by combining courtesy knowledge and logic. I am very confident this is reasoning.,4,1,Buses and waiting rooms where seats are offered are everyday settings. I am very confident it is everyday.,4,Giving up a seat is routinely taken as a considerate social act.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'everyday']",x-ai/grok-4.6
You should not touch a hot pan because it will burn you.,0,The word should expresses a personal value about avoiding pain rather than a testable claim. It cannot be proven objectively true independent of someone's desire to stay unharmed.,3,1,It refers to the measurable thermal effect of metal on skin as described by physics. This is physical rather than social because the burn mechanism exists independently of human rules.,3,1,"Every word is used in its ordinary dictionary sense with no metaphor. It is literal, not figurative, because it states the situation exactly as it is.",4,0,"It judges what a person ought to do to prevent harm, reflecting a value. It is normative, not positive, because it prescribes behavior instead of only reporting a regularity.",4,0,"The statement infers an action by linking observed heat with the logical result of injury. It is reasoning, not mere knowledge, because it combines facts into a conclusion.",4,1,Cooking with pans happens in ordinary home life that nearly everyone encounters. It is not abstract because it stems from direct sensory experience rather than unobservable theory.,4,"People routinely learn from daily kitchen experiences that heat causes injury, leading to this protective conclusion.","['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'everyday']",x-ai/grok-4.6
You should carry an umbrella when it rains to remain dry.,0,Should conveys a subjective preference for staying dry that cannot be proven as objectively required. It is opinion rather than fact because comfort values differ among individuals.,3,1,"Rain wetting skin or clothes is a physical process of water contact measurable by science. It is physical, not social, because moisture behaves the same regardless of culture.",3,1,"The phrasing uses straightforward terms without exaggeration or idiom. It is literal language, not a figure of speech, as it means precisely what is written.",4,0,The statement evaluates the proper action to take for personal comfort. It is normative rather than positive because it advises what one should do.,4,0,"It reaches a conclusion by connecting rain with the result of wetness and the logical response. This is reasoning, not bare knowledge, due to the inferred action.",4,1,"Rain and walking outside are routine experiences for most people. It is everyday, not abstract, as it relies on personal observation of weather.",4,"Daily weather encounters teach people to prepare for getting wet, forming this practical inference.","['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'everyday']",x-ai/grok-4.6
You should water thirsty plants or they will wilt and die.,0,"Should reflects a desire to keep plants alive that is not independently verifiable as correct. It is opinion, not fact, since some may value plants differently.",3,1,"Wilting involves biological water needs and cell processes that can be measured. It is physical, not social, as plant physiology follows natural laws.",3,1,"Words like water and wilt are used exactly as defined, with no analogy. It is literal, not figurative, because nothing is implied beyond the plain meaning.",4,0,"It presents a judgment that one ought to act to preserve life. It is normative, not positive, because it tells what should happen rather than only describing wilt.",4,0,It combines knowledge of dryness with the logical outcome of plant death to reach advice. This constitutes reasoning rather than simple observation.,4,1,Caring for plants occurs in homes and yards as part of ordinary life. It is everyday rather than abstract because it comes from watching living things.,4,Gardeners and houseplant owners commonly observe drying effects and conclude they must add water.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'everyday']",x-ai/grok-4.6
You should not stand under trees during lightning as it strikes.,0,The prohibition is a subjective safety preference that cannot be shown as universally obligatory. It remains opinion because risk tolerance varies.,3,1,Lightning following conductive paths is an electrical phenomenon explained by physics. It is physical rather than social because the attraction exists in nature.,3,1,The sentence reports the situation in ordinary words without hyperbole. It is literal language because it means exactly the stated warning.,4,0,"It asserts a duty to stay safe by not standing there. It is normative, not positive, as it judges proper conduct instead of only stating a law.",4,0,"It infers avoidance by joining the fact of lightning with the height of trees. This is reasoning, not mere knowledge, as it draws a behavioral conclusion.",4,1,"Thunderstorms are common weather events that people experience while outside. It is everyday, not abstract, based on real encounters rather than theory alone.",4,"People remember outdoor storms and infer from physics that trees pose extra risk, so they advise caution.","['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'everyday']",x-ai/grok-4.6
You should chill leftover food so bacteria do not grow fast.,0,"Should expresses a health-related preference that is not objectively mandated for everyone. It is opinion, not fact, because some may accept different risks.",3,1,"Bacterial multiplication rates depend on temperature, a biological and chemical fact. It is physical, not social, as microbes follow natural rules.",3,1,"Terms are employed in their standard senses with no metaphor. It is literal, not a figure of speech, stating the advice plainly.",4,0,"It judges that one ought to refrigerate to stay healthy. It is normative rather than positive because it prescribes storage, not just reports growth.",4,0,It concludes an action from combining temperature knowledge with bacterial growth logic. This is reasoning rather than isolated knowledge.,4,1,Storing meals happens daily in most households. It is everyday rather than abstract as it arises from ordinary cooking leftovers.,4,"Kitchen habits show that unchilled food changes, leading people to conclude refrigeration is needed.","['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'everyday']",x-ai/grok-4.6
You should consume melting ice cream soon or it drips away.,0,The urgency is a personal choice about waste that cannot be proven correct for all. It is opinion rather than fact due to differing priorities.,3,1,"Phase change from solid to liquid is a thermodynamic process. It is physical, not social, as melting occurs by natural heat transfer.",3,1,The description uses exact ordinary words without exaggeration. It is literal language because dripping means the actual liquid falling.,4,0,"It values finishing the treat before loss occurs. It is normative, not positive, as it tells what one should do with the ice cream.",4,0,"It infers speed from the physical change of melting to dripping. This is reasoning, not mere knowledge, because it links cause to recommended act.",4,1,"Ice cream is a common snack enjoyed in daily life. It is everyday, not abstract, from personal melting experiences.",4,Eating frozen treats in warm conditions teaches people to finish them before they become liquid.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'everyday']",x-ai/grok-4.6
