statementId,statement,published
6082,"If Max accepts Sam's proposal, then Max needs to propose.",0
6083,"If Max accepts Sam's proposal, then Max wants to get married.",0
6084,"If Max accepts Sam's proposal, then Sam gets a receipt.",0
6085,"If Max accepts Sam's proposal, then Sam signs the paper.",0
6086,"If Max accepts Sam's proposal, then Sam wants to marry Sam.",0
6087,"If Max accepts Sam's resignation, then Max feels sad.",0
6088,"If Max accepts Sam's resignation, then Max intends to be sincere.",0
6089,"If Max accepts Sam's resignation, then Max is saddened.",0
6090,"If Max accepts Sam's resignation, then Max wants to dismiss Sam.",0
6091,"If Max accepts Sam's resignation, then Max wants to hire the replacement.",0
6092,"If Max accepts Sam's resignation, then Sam gets to retire.",0
6093,"If Max accepts Sam's resignation, then Sam wants to curse Max out.",0
6094,"If Max accepts Sam's resignation, then Sam wants to search for a new job.",0
6095,"If Max accepts the challenge, then Max becomes motivated.",0
6096,"If Max accepts the challenge, then Max competes.",0
6097,"If Max accepts the challenge, then Max feels nervous.",0
6098,"If Max accepts the challenge, then Max is apprehensive.",0
6099,"If Max accepts the challenge, then Max is brave.",0
6100,"If Max accepts the challenge, then Max joins the competition.",0
6101,"If Max accepts the challenge, then Max needs to be presented with it.",0
6102,"If Max accepts the challenge, then Max wants to succeed.",0
6103,"If Max accepts the challenge, then Sam feels glad.",0
6104,"If Max accepts the dare, then Max becomes brave.",0
6105,"If Max accepts the dare, then Max does something crazy.",0
6106,"If Max accepts the dare, then Max feels anxious.",0
6107,"If Max accepts the dare, then Max feels brave.",0
6108,"If Max accepts the dare, then Max feels nervous.",0
6109,"If Max accepts the dare, then Max intends to prove they are not afraid.",0
6110,"If Max accepts the dare, then Max is risky.",0
6111,"If Max accepts the dare, then Max is willing.",0
6112,"If Max accepts the dare, then Max needs to be challenged.",0
6113,"If Max accepts the dare, then Max performs the dare.",0
6114,"If Max accepts the dare, then Max wants to get out of it.",0
6115,"If Max accepts the dare, then Max wants to complete the dare.",0
6116,"If Max accepts the dare, then Max wants to gain respect.",0
6117,"If Max accepts the dare, then Sam feels amused.",0
6118,"If Max accepts the dare, then Sam gives Max a high five.",0
6119,"If Max accepts the dare, then Sam wants to watch Max do it.",0
6120,"If Max accepts the fact, then Max feels accepting.",0
6121,"If Max accepts the fact, then Max feels agreeable.",0
6122,"If Max accepts the fact, then Max gains knowledge.",0
6123,"If Max accepts the fact, then Max intends to be agreeable.",0
6124,"If Max accepts the fact, then Max intends to learn something new.",0
6125,"If Max accepts the fact, then Max intends to move on.",0
6126,"If Max accepts the fact, then Max is brave.",0
6127,"If Max accepts the fact, then Max is thoughtful.",0
6128,"If Max accepts the fact, then Max is understanding.",0
6129,"If Max accepts the fact, then Max learns a new skill.",0
6130,"If Max accepts the fact, then Max needs to know about it.",0
6131,"If Max accepts the fact, then Max wants to give him punishment.",0
6132,"If Max accepts the fact, then Max wants to go home and recover.",0
6133,"If Max accepts the fact, then Max wants to not complain.",0
6134,"If Max accepts the fact, then Max wants to quit the job.",0
6135,"If Max accepts the invitation, then Max feels glad.",0
6136,"If Max accepts the invitation, then Max feels grateful.",0
6137,"If Max accepts the invitation, then Max has fun at the party.",0
6138,"If Max accepts the invitation, then Max intends to have fun.",0
6139,"If Max accepts the invitation, then Max intends to see some people.",0
6140,"If Max accepts the invitation, then Max is open.",0
6141,"If Max accepts the invitation, then Max makes a friend.",0
6142,"If Max accepts the invitation, then Max needs to be important.",0
6143,"If Max accepts the invitation, then Max needs to open the envelope.",0
6144,"If Max accepts the invitation, then Max wants to prepare a speech.",0
6145,"If Max accepts the invitation, then Sam feels happy.",0
6146,"If Max accepts the invitation, then Sam receives notice.",0
6147,"If Max accepts the invitation, then Sam smiles.",0
6148,"If Max accepts the job, then Max buys a bigger house.",0
6149,"If Max accepts the job, then Max feels relieved.",0
6150,"If Max accepts the job, then Max intends to be employed.",0
6151,"If Max accepts the job, then Max intends to support their family.",0
6152,"If Max accepts the job, then Max is brave.",0
6153,"If Max accepts the job, then Max is competent.",0
6154,"If Max accepts the job, then Max is confident.",0
6155,"If Max accepts the job, then Max is hardworking.",0
6156,"If Max accepts the job, then Max wants a stable situation.",0
6157,"If Max accepts the job, then Sam feels proud.",0
6158,"If Max accepts the offer, then Max gets a new job.",0
6159,"If Max accepts the offer, then Max intends to benefit from it.",0
6160,"If Max accepts the offer, then Max intends to get the new job.",0
6161,"If Max accepts the offer, then Max intends to make a deal.",0
6162,"If Max accepts the offer, then Max is content.",0
6163,"If Max accepts the offer, then Max needs to offer a quote.",0
6164,"If Max accepts the offer, then Max needs to provide a service.",0
6165,"If Max accepts the offer, then Max needs to listen to the offer.",0
6166,"If Max accepts the offer, then Max is praised.",0
6167,"If Max accepts the offer, then Max shakes hands.",0
6168,"If Max accepts the offer, then Max wants to shake their hand.",0
6169,"If Max accepts the offer, then Max wants to write them a check.",0
6170,"If Max accepts the offer, then Sam wants to shake their hand.",0
6171,"If Max accepts without question, then Max is naive.",0
6172,"If Max accepts without question, then Max needs to be given something.",0
6173,"If Max accepts without question, then Max wants to feel sure.",0
6174,"If Max accepts without question, then Sam feels happy and settled.",0
6175,"If Max accepts without question, then Sam wants to part ways.",0
6176,"If Max accidentally bumps into something, then Max falls.",0
6177,"If Max accidentally bumps into something, then Max is distracted.",0
6178,"If Max accidentally bumps into something, then Max wants to break down.",0
6179,"If Max accidentally bumps into something, then Max wants to avoid the spot in the future.",0
6180,"If Max accidentally bumps into something, Sam yells at him.",0
6181,"If Max accidentally gets burned, then Max cries.",0
6182,"If Max accidentally gets burned, then Max feels scared.",0
6183,"If Max accidentally gets burned, then Max is accident prone.",0
6184,"If Max accidentally cuts himself, Max needs stitches.",0
6185,"If Max accidentally cuts himself, Max gets stitches.",0
6186,"If Max accidentally cuts himself, then Max is careless.",0
6187,"If Max accidentally cuts himself, then Max is unlucky.",0
6188,"If Max accidentally cuts himself, then Max is violent.",0
6189,"If Max accidentally cuts himself, then Max wants to get ointment.",0
6190,"If Max accidentally cuts himself, then Max wants to wash the wound.",0
6191,"If Max accidentally drops it, then Max did something wrong.",0
6192,"If Max accidentally drops it, then Max feels apologetic.",0
6193,"If Max accidentally drops it, then Max feels sad.",0
6194,"If Max accidentally drops it, then Max is confused.",0
6195,"If Max accidentally drops it, then Max wants smiles.",0
6196,"If Max accidentally drops it, then Max wants to cry.",0
6197,"If Max accidentally drops it, then Max wants to panic.",0
6198,"If Max accidentally drops it, then Max wants to pick it up.",0
6199,"If Max accidentally drops something, then Max breaks the glass.",0
6200,"If Max accidentally drops something, then Max feels bad.",0
6201,"If Max accidentally drops something, then Max feels clumsy.",0
6202,"If Max accidentally drops something, then Max feels sad.",0
6203,"If Max accidentally drops something, then Max is prone to mistakes.",0
6204,"If Max accidentally falls, then Max feels embarrassed.",0
6205,"If Max accidentally falls, then Max feels hurt.",0
6206,"If Max accidentally falls, then Max is hurt.",0
6207,"If Max accidentally falls, then Max wants to brush off the dirt.",0
6208,"If Max accidentally fell, then Max wants to get up.",0
6209,"If Max accidentally fell, then Sam feels shocked.",0
6210,"If Max accidentally hit something, then Max's hand is broken.",0
6211,"If Max accidentally hit something, then Max is hurt.",0
6212,"If Max accidentally hit something, then Max is sorry.",0
6213,"If Max accidentally kicked something, then Max cries.",0
6214,"If Max accidentally kicked something, then Max feels embarrassed.",0
6215,"If Max accidentally kicked something, then Max feels guilty.",0
6216,"If Max accidentally knocked something over, then Max feels sorry.",0
6217,"If Max accidentally knocked something over, then Max is careless.",0
6218,"If Max accidentally knocked something over, then Max spills drinks.",0
6219,"If Max accidentally knocked on something, then Max feels embarrassed.",0
6220,"If Max accidentally knocked on something, then Max feels stupid.",0
6221,"If Max accidentally knocked on something, then Sam is confused.",0
6222,"If Max accidentally knocked on something, then Sam is livid.",0
6223,"If Max accidentally knocked on something, then Sam opens the door.",0
6224,"If Max accidentally left a place, then Max feels embarrassed.",0
6225,"If Max accidentally left a place, then Max feels surprised.",0
6226,"If Max accidentally left a place, then Max feels dumb.",0
6227,"If Max accidentally left a place, then Max checks his watch.",0
6228,"If Max accidentally poured a drink, then Max feels nervous.",0
6229,"If Max accidentally poured a drink, then Max gets wet.",0
6230,"If Max accidentally poured a drink, then Max wants to take a drink.",0
6231,"If Max accidentally poured a drink, then Max wants to clean the mess.",0
6232,"If Max accidentally put something out of place, then Max feels bad.",0
6233,"If Max accidentally ran, then Max is tackled by the police.",0
6234,"If Max accidentally shot something, then Max wants to call the ambulance.",0
6235,"If Max accidentally shot something, then Max wants to go to the hospital.",0
6236,"If Max accidentally shot something, then Sam feels frightened.",0
6237,"If Max accidentally shot something, then Sam wants to go to a doctor.",0
6238,"If Max accidentally spilled something, then Max is irresponsible.",0
6239,"If Max accidentally spilled something, then Max needs to clean up the mess.",0
6240,"If Max accidentally spilled something, then they clean up the mess.",0
6241,"If Max accidentally spilled something, then they get another drink.",0
6242,"If Max accidentally spilled something, then Max wants to get a new drink.",0
6243,"If Max accidentally stepped on something, then Max feels sad.",0
6244,"If Max accidentally stepped on something, then Max wants to wipe off his foot.",0
6245,"If Max accidentally tripped, then Max is not attentive.",0
6246,"If Max accidentally tripped, Max is seen as clumsy.",0
6247,"If Max accidentally tripped, then Max wants to cry.",0
6248,"If Max accidentally tripped, then Max wants to fall to the ground.",0
6249,"If Max accidentally left a place, then Max feels confused.",0
6250,"If Max accidentally left a place, then Max seems aloof.",0
6251,"If Max accidentally left a place, then Max is silly.",0
6252,"If Max accidentally left a place, then Max needs to know where they are.",0
6253,"If Max accidentally left a place, then Max wants to return to where he left.",0
6254,"If Max is accompanied by his wife, then Max feels happy.",0
6255,"If Max is accompanied by his wife, then Max intends to be with his wife.",0
6256,"If Max is accompanied by his wife, then Max intends to go somewhere.",0
6257,"If Max is accompanied by his wife, then Max needs to take his wife along.",0
6258,"If Max is accompanied by Sam's wife, then Max feels happy.",0
6259,"If Max accompanies Sam far away, then Max intends to be a good friend.",0
6260,"If Max accompanies Sam far away, then Max intends to comfort him.",0
6261,"If Max accompanies Sam far away, then Max intends to keep Sam company.",0
6262,"If Max accompanies Sam far away, then Max wants to tell Sam not to travel alone.",0
6263,"If Max accompanies Sam far away, then Sam feels grateful.",0
6264,"If Max accompanies Sam far away, then Sam feels wanted.",0
6265,"If Max accompanies Sam far away, then Sam gets to exercise.",0
6266,"If Max accompanies Sam far away, then Sam has company.",0
6267,"If Max accomplishes his aims, then Max feels happy.",0
6268,"If Max accomplishes his aims, then Max intends to be content.",0
6269,"If Max accomplishes his aims, then Max needs to set a goal.",0
6270,"If Max accomplishes his goal, then Max feels happy.",0
6271,"If Max accomplishes his goal, then Max feels proud.",0
6272,"If Max accomplishes his goal, then Max feels successful.",0
6273,"If Max accomplishes his goal, then Max intends to achieve a personal goal.",0
6274,"If Max accomplishes his goal, then Max is encouraged to try more.",0
6275,"If Max accomplishes his goal, then Max needs to plan these goals.",0
6276,"If Max accomplishes his goal, then Max needs to work.",0
6277,"If Max accomplishes his goal, then Max wants to persevere.",0
6278,"If Max accomplishes his goals, then Max intends to be successful.",0
6279,"If Max accomplishes his goals, then Max wants to congratulate himself.",0
6280,"If Max accomplishes his goals, then Max wants to share his achievement with others.",0
6281,"If Max accomplishes his goals, then Sam wants to celebrate with Max.",0
6282,"If Max accomplishes his mission, then Max intends to show off his skills.",0
6283,"If Max accomplishes his mission, then Max needs to be determined.",0
6284,"If Max accomplishes his mission, then Max wants to rest.",0
6285,"If Max accomplishes his mission, then Sam feels grateful.",0
6286,"If Max accomplishes his mission, then Sam receives new information.",0
6287,"If Max accomplishes his mission, then Sam wants to congratulate Max.",0
6288,"If Max accomplishes his objective, then Sam rewards him.",0
6289,"If Max accomplishes his objectives, then Max intends to finish his work.",0
6290,"If Max accomplishes his purpose, then Max needs to get dressed and go out.",0
6291,"If Max accomplishes his purpose, then Max pumps his fist in victory.",0
6292,"If Max accomplishes his task, then Max feels happy.",0
6293,"If Max accomplishes his task, then Max feels proud.",0
6294,"If Max accomplishes his task, then Sam wants to reward Max.",0
6295,"If Max accomplishes his work, then Max gets promoted.",0
6296,"If Max accomplishes his work, then Max needs to apply himself to his job.",0
6297,"If Max accomplishes his work, then Max wants to finish his day.",0
6298,"If Max accomplishes Sam's objectives, then Max needs to come up with a plan.",0
6299,"If Max accomplishes Sam's objectives, then Sam gets in trouble.",0
6300,"If Max accomplishes Sam's objectives, then Sam is left out.",0
6301,"If Max accomplishes Sam's objectives, then Sam wants to scold Max.",0
6302,"If Max accomplishes Sam's work, then Max gets paid.",0
6303,"If Max accomplishes Sam's work, then Max wants employment.",0
6304,"If Max accomplishes Sam's work, then Sam feels happy.",0
6305,"If Max accomplishes Sam's work, then Sam wants to be appreciative.",0
6306,"If Max accomplishes Sam's work, then Sam wants to reward Max.",0
6307,"If Max accuses Sam of cheating, then Max intends to get Sam in trouble.",0
6308,"If Max accuses Sam of cheating, then Sam feels angry.",0
6309,"If Max accuses Sam of cheating, then Sam feels betrayed.",0
6310,"If Max accuses Sam of cheating, then Sam feels guilty.",0
6311,"If Max accuses Sam of cheating, then Sam fights back.",0
6312,"If Max accuses Sam of cheating, then Sam scolds him.",0
6313,"If Max accuses Sam of cheating, then Sam wants to feel sorry.",0
6314,"If Max aces his exam, then he intends to do well in school.",0
6315,"If Max aces his exam, then he feels proud.",0
6316,"If Max aces his exam, then he proves he is smart.",0
6317,"If Max aces his exam, then he needs to go to school.",0
6318,"If Max aces his exam, then he needs to go to the school.",0
6319,"If Max aces his exam, then he needs to take practice tests.",0
6320,"If Max aces his exam, then he passes his class.",0
6321,"If Max aces his interview, then he wants to tell someone about it.",0
6322,"If Max aces his interview, then Sam wants to take Max to dinner.",0
6323,"If Max aces his interview, then Sam wants to employ him.",0
6324,"If Max aces the exam, then he is educated.",0
6325,"If Max aces the test, then he feels thrilled.",0
6326,"If Max aces the test, then he wants to learn more.",0
6327,"If Max achieves his aim, then he feels proud.",0
6328,"If Max achieves his aim, then he intends to achieve another goal.",0
6329,"If Max achieves his aim, then he needs to do his best.",0
6330,"If Max achieves his aim, then he needs to have a plan.",0
6331,"If Max achieves his aim, then he needs to work hard.",0
6332,"If Max achieves his aims, then he needs to be dedicated in his work.",0
6333,"If Max achieves his dream, then he intends to achieve another dream.",0
6334,"If Max achieves his dream, then he needs to make a plan.",0
6335,"If Max achieves his dream, then he needs to work hard.",0
6336,"If Max achieves his dream, then he wants to achieve another dream.",0
6337,"If Max achieves his ends, then he wants to rest.",0
6338,"If Max achieves his ends, then he shouts in joy.",0
6339,"If Max achieves his goal, then he needs to keep working.",0
6340,"If Max achieves his goals, then he needs to write them down.",0
6341,"If Max achieves his objective, then he feels accomplished.",0
6342,"If Max achieves his objective, then he feels satisfied.",0
6343,"If Max achieves his objective, then he intends to accomplish another goal.",0
6344,"If Max achieves his objective, then he needs to know the objective.",0
6345,"If Max achieves his objective, then he needs to set a new goal.",0
6346,"If Max achieves his potential, then he feels confident.",0
6347,"If Max achieves his potential, then he feels satisfied.",0
6348,"If Max achieves his potential, then he intends to be successful.",0
6349,"If Max achieves his potential, then he wants to celebrate his success.",0
6350,"If Max achieves his purpose, then he intends to show off his skills.",0
6351,"If Max achieves the same effect as Sam, then Sam feels happy.",0
6352,"If Max achieves the same end as Sam, then Max feels smug.",0
6353,"If Max achieves the same end as Sam, then Sam feels scared.",0
6354,"If Max achieves Sam's goal, then Max wants to explain how he met the goals.",0
6355,"If Max achieves Sam's goal, then Sam feels patronized by Max.",0
6356,"If Max achieves Sam's goal, then Sam wants to give Max an incentive.",0
6357,"If Max achieves Sam's goal, then Sam wants to set a higher goal for Max.",0
6358,"If Max achieves Sam's level, then Max gloats.",0
6359,"If Max achieves Sam's level, then Max intends to have a similar position as Sam.",0
6360,"If Max achieves Sam's level, then Max needs to work hard.",0
6361,"If Max achieves Sam's level, then Max needs to work hard.",0
6362,"If Max achieves Sam's level, then Sam feels good.",0
6363,"If Max achieves Sam's objective, then Sam wants to see what Max did.",0
6364,"If Max achieves Sam's objective, then Sam wants to show appreciation for Max.",0
6365,"If Max achieves Sam's understanding, then Sam feels informed.",0
6366,"If Max acquires Sam's interest, then Sam listens attentively.",0
6367,"If Max acquires Sam's knowledge, then Max intends to be smarter.",0
6368,"If Max acquires Sam's knowledge, then Max intends to do a better job.",0
6369,"If Max acquires Sam's knowledge, then Sam wants to teach Max.",0
6370,"If Max acts as Sam's agent, then Max feels good.",0
6371,"If Max acts as Sam's agent, then Sam feels happy.",0
6372,"If Max acts as Sam's agent, then Sam gets an agent.",0
6373,"If Max acts as Sam's agent, then Sam wants to get hired.",0
6374,"If Max acts as Sam's agent, then Sam wants to thank Max.",0
6375,"If Max acts as Sam's intermediary, then Max feels confident.",0
6376,"If Max acts as Sam's intermediary, then Max wants to make both parties happy.",0
6377,"If Max acts as Sam's intermediary, then Sam feels annoyed.",0
6378,"If Max acts as Sam's intermediary, then Sam feels at ease.",0
6379,"If Max acts as Sam's intermediary, then Sam feels calm.",0
6380,"If Max acts as Sam's intermediary, then Sam wants to thank Max.",0
6381,"If Max acts funny, then Max feels satisfied.",0
6382,"If Max acts funny, then Max intends to amuse someone.",0
6383,"If Max acts funny, then Max intends to be a comedian.",0
6384,"If Max acts funny, then Max is a comedian.",0
6385,"If Max acts funny, then Sam wants to act funny too.",0
6386,"If Max acts in Sam's capacity, then Sam feels inspired.",0
6387,"If Max acts in Sam's manner, then Sam blushes.",0
6388,"If Max acts in Sam's manner, then Sam gets embarrassed.",0
6389,"If Max acts in Sam's way, then Max is pushy.",0
6390,"If Max acts in Sam's way, then Max may get bumped for being in someone else's way.",0
6391,"If Max acts like a man, then Max feels good.",0
6392,"If Max acts like a man, then Max feels mature.",0
6393,"If Max acts like a man, then Sam feels happy.",0
6394,"If Max acts like a man, then Sam feels impressed.",0
6395,"If Max acts like men, then Sam wants to know why this happened.",0
6396,"If Max acts like men, then Sam wants to talk to Max as a man.",0
6397,"If Max acts like Sam, then Sam feels annoyed.",0
6398,"If Max acts his own age, then Max intends to be mature.",0
6399,"If Max acts his own age, then Max wants to be respected.",0
6400,"If Max acts on his own behalf, then Sam feels relaxed.",0
6401,"If Max acts on Sam's behalf, then Max intends to be useful.",0
6402,"If Max acts on Sam's behalf, then Sam feels useless.",0
6403,"If Max acts quickly, then Max feels anxious.",0
6404,"If Max acts quickly, then Max feels excited.",0
6405,"If Max acts strangely, then Max gets stared at.",0
6406,"If Max acts strangely, then Max wants to feel unique.",0
6407,"If Max acts strangely, then Sam feels confused.",0
6408,"If Max acts strange, then Sam wants to know what's up with him.",0
6409,"If Max acts upon Sam, then Sam feels threatened.",0
6410,"If Max acts weird, then Max feels justified.",0
6411,"If Max adapts to his environment, then he intends to be comfortable.",0
6412,"If Max adapts to Sam's environment, then Max becomes more flexible.",0
6413,"If Max addresses Sam's audience, then Sam feels happy.",0
6414,"If Max addresses Sam's audience, then Sam hopes it's a good show.",0
6415,"If Max adds butter, then he intends to make the cake taste better.",0
6416,"If Max adds fuel to the fire, then he wants to cook some food on it.",0
6417,"If Max adds fuel to the fire, then Sam wants to be careful around Max.",0
6418,"If Max adds insult to injury, then Max intends to be in power.",0
6419,"If Max adds insult to injury, then Sam feels sad.",0
6420,"If Max adds salt, then he intends to improve the taste.",0
6421,"If Max adds salt, then Sam wants to enjoy the food.",0
6422,"If Max adds to his collection, then he wants to increase it.",0
6423,"If Max adds to his collection, then Sam organizes the collection.",0
6424,"If Max adds to his collection, then Sam wants to admire their collection.",0
6425,"If Max adds to his knowledge, then he feels satisfied, proud and caring about contributing to Sam's intellectual growth.",0
6426,"If Max adds to his knowledge, then he intends to always learn new things.",0
6427,"If Max adds water, then he feels satisfied.",0
6428,"If Max adjusts Sam's glasses, then he intends to see clearly.",0
6429,"If Max adjusts Sam's glasses, then Sam can now see clearly.",0
6430,"If Max adjusts Sam's glasses, then Sam wants to drive to the interview.",0
6431,"If Max admires Sam's work, then he intends to praise Sam.",0
6432,"If Max admires Sam's work, then Sam blushes.",0
6433,"If Max admires Sam's work, then Sam feels good.",0
6434,"If Max admires Sam's work, then Sam gains a follower.",0
6435,"If Max admires Sam's work, then Sam wants to show Max other works of his.",0
6436,"If Max admits Sam was wrong, then he intends to inform Sam.",0
6437,"If Max admits Sam was wrong, then he needs a witness.",0
6438,"If Max admits Sam was wrong, then Sam feels ashamed.",0
6439,"If Max adopts a baby, then he feels caring.",0
6440,"If Max adopts a baby, then he feels loving.",0
6441,"If Max adopts a baby, then he intends to become a parent.",0
6442,"If Max adopts a cat, then he feels excited.",0
6443,"If Max adopts a cat, then he intends to have companionship.",0
6444,"If Max adopts a child, then he intends to feel love.",0
6445,"If Max adopts a child, then he intends to have a child.",0
6446,"If Max adopts a child, then Sam feels wanted.",0
6447,"If Max adopts a kitten, then he intends to have a companion.",0
6448,"If Max adopts a kitten, then Sam wants to thank Max for adopting the kitten.",0
6449,"If Max adopts a new cat, then he intends to have a pet.",0
6450,"If Max adopts a new cat, then Sam wants to welcome the cat.",0
6451,"If Max adopts a pet, then he intends to have a companion.",0
6452,"If Max adopts one, then he intends to care for something.",0
6453,"If Max adopts Sam's approach, then he intends to compromise.",0
6454,"If Max adopts Sam's approach, then Sam wants to make sure he does it right.",0
6455,"If Max adopts Sam's policy, then he intends to be successful.",0
6456,"If Max adopts the cat, then he intends to be affectionate.",0
6457,"If Max adopts the puppy, then Sam wants to play with the puppy.",0
6458,"If Max advances Max's interests, then Max feels satisfied.",0
6459,"If Max advances Max's interests, then Max pursues another interest.",0
6460,"If Max advances toward Sam, then Max feels happy to see a friend.",0
6461,"If Max advances toward Sam, then Sam feels happy.",0
6462,"If Max advances toward Sam, then Sam gets scared.",0
6463,"If Max advances toward Sam, then Sam runs away.",0
6464,"If Max advances towards Sam, then Max feels affectionate.",0
6465,"If Max advances towards Sam, then Max intends to get closer.",0
6466,"If Max advances towards Sam, then Sam feels good.",0
6467,"If Max advances towards Sam, then Sam feels happy.",0
6468,"If Max advances towards Sam, then Sam is yelled at.",0
6469,"If Max advances towards Sam, then Sam wants to embrace Max.",0
6470,"If Max advances towards Sam, then Sam wants to talk to Max.",0
6471,"If Max advances upon Sam, then Sam feels threatened.",0
6472,"If Max advances upon Sam, then Sam wants to defend themselves.",0
6473,"If Max advertises Max's business, then Max feels good for trying.",0
6474,"If Max advertises Sam's business, then Max needs to be an advertising agent.",0
6475,"If Max advertises Sam's business, then Sam gets more customers.",0
6476,"If Max advertises Sam's business, then Sam gets more sales.",0
6477,"If Max advertises Sam's business, then Sam wants to attract more customers.",0
6478,"If Max advises Sam to go, then Max intends to avoid a fight.",0
6479,"If Max advises Sam to go, then Max intends to encourage Sam to do well.",0
6480,"If Max advises Sam to go, then Sam feels grateful.",0
6481,"If Max advises Sam to go, then Sam feels positive.",0
6482,"If Max advises Sam to go, then Sam stays home from event.",0
6483,"If Max advises Sam to go, then Sam wants to ask more questions.",0
6484,"If Max advises Sam to take, then Sam feels betrayed.",0
6485,"If Max affects Sam deeply, then Sam asks Max to be in a relationship.",0
6486,"If Max affects Sam's health, then Sam wants to stay away from Max.",0
6487,"If Max affects Sam's interests, then Sam wants to help others too.",0
6488,"If Max affords braces, then Max intends to fix uneven teeth.",0
6489,"If Max affords Sam opportunity, then Sam are demoted to a lower rank.",0
6490,"If Max affords Sam opportunity, then Sam feels friendly.",0
6491,"If Max affords Sam opportunity, then Sam feels grateful.",0
6492,"If Max affords Sam opportunity, then Sam feels thankful.",0
6493,"If Max affords Sam opportunity, then Sam gains opportunity.",0
6494,"If Max affords Sam pleasure, then Sam feels loved.",0
6495,"If Max affords Sam protection, then Max intends to help Sam.",0
6496,"If Max affords Sam protection, then Sam wants help.",0
6497,"If Max affords Sam the opportunity, then Sam becomes grateful to Max.",0
6498,"If Max affords Sam the opportunity, then Sam gets promoted.",0
6499,"If Max agrees and went, then Sam feels excited.",0
6500,"If Max agrees on anything, then Max intends to take risks.",0
6501,"If Max agrees to a date, then Sam gets butterflies in their stomach.",0
6502,"If Max agrees to a date, then Sam wants to get ready for the date.",0
6503,"If Max agrees to disagree, then Max gets a chance to prove himself.",0
6504,"If Max agrees to go with Sam, then Sam feels supported.",0
6505,"If Max agrees to go with Sam, then Sam wants to spend time with Max.",0
6506,"If Max agrees to take Sam, then Sam gets helped by someone.",0
6507,"If Max agrees to the challenge, then Sam feels anxious.",0
6508,"If Max agrees to the date, then Sam feels excited.",0
6509,"If Max agrees to try it, Sam will cook up a different dish.",0
6510,"If Max agrees as decided upon by the parties, then Sam feels happy.",0
6511,"If Max airs his dirty laundry in public, he needs to say it.",0
6512,"If Max allays Sam's fears, then Sam feels better.",0
6513,"If Max allays Sam's fears, then Sam feels calmer.",0
6514,"If Max allays Sam's fears, then Sam feels safe.",0
6515,"If Max allays Sam's fears, then Sam stops worrying.",0
6516,"If Max allows Sam access, he intends to let someone in somewhere.",0
6517,"If Max allows Sam access, he needs to determine Sam's trustworthiness.",0
6518,"If Max allows Sam access, then Sam feels happy.",0
6519,"If Max allows Sam time, then Sam turns in their assignment.",0
6520,"If Max allows Sam to keep the dog, then Max feels warm and fuzzy.",0
6521,"If Max allows Sam to keep the dog, then Sam feels ecstatic.",0
6522,"If Max allows Sam to keep the dog, then Sam feels jubilant.",0
6523,"If Max allows Sam to keep the dog, then Sam feels thankful.",0
6524,"If Max almost hits Sam, then Sam feels scared.",0
6525,"If Max also asked Sam, he intends to know why something happened.",0
6526,"If Max also decided, then Sam feels like someone agrees with them.",0
6527,"If Max also practiced, then Sam did a good job too.",0
6528,"If Max also set, Sam wants to see how Max did.",0
6529,"If Max also took Sam, then Sam feels excited.",0
6530,"If Max alters his course, then he intends to cause something good to happen.",0
6531,"If Max alters his course, he needs to decide it needs to be changed.",0
6532,"If Max always beats, then Sam wants to stop losing.",0
6533,"If Max always bragged, then Sam avoids them.",0
6534,"If Max always forgot, then Sam feels annoyed.",0
6535,"If Max always listened, then Sam feels loved.",0
6536,"If Max always refused, then Sam should be polite.",0
6537,"If Max always stayed, then Sam wished he wouldn't always hang around.",0
6538,"If Max always wanted a puppy, he intends to have someone to play with.",0
6539,"If Max amends Sam's act, then Sam feels glad for having been helped.",0
6540,"If Max announces his intention, then he feels close to others.",0
6541,"If Max announces his intention, then Sam feels connected.",0
6542,"If Max announces Sam's decision, then Sam is engaged in conversation.",0
6543,"If Max announces Sam's intention, then Sam blushes.",0
6544,"If Max announces the winners, he needs to get in front of an audience.",0
6545,"If Max announces the winners, then Sam gets awards.",0
6546,"If Max anoints Sam with oil, then Sam feels part of the community.",0
6547,"If Max answers Sam's questions, then Sam gets to share what they know.",0
6548,"If Max answers Sam's letter, then Sam has to open the correspondence.",0
6549,"If Max answers Sam's phone, then Sam laughs at Max because he or she notices that there is something funny going on the other end of the line.",0
6550,"If Max answers the door, then Sam wants to come into their neighbor's house.",0
6551,"If Max apologizes profusely, then Sam wants them to think about what they did.",0
6552,"If Max applies for a job, he needs to find a job vacancy in the newspaper.",0
6553,"If Max applies for a new job, then he needs to submit a resume or application.",0
6554,"If Max applies for many jobs, then Sam feels obligated to respond.",0
6555,"If Max applies to colleges, then they make sure they learn.",0
6556,"If Max appreciates Sam's effort, then Sam receives recognition.",0
6557,"If Max approaches his crush, then he feels incredibly anxious.",0
6558,"If Max argues a lot, then Max intends for his opinion to be recognized as valid.",0
6559,"If Max argues a lot, then Sam gets stressed.",0
6560,"If Max arranges Sam in order, then they know what they are doing.",0
6561,"If Max arranges Sam's interview, then Max needs to contact the person for an interview with them and make arrangements for their attendance.",0
6562,"If Max arranges Sam's interview, then Sam starts a job.",0
6563,"If Max asks a friend to teach Sam, then Sam feels thankful.",0
6564,"If Max asks anyone, then Sam makes a friend.",0
6565,"If Max asks if Sam is okay, then Max feels relieved that Sam is okay.",0
