statement,fact,fact_explanation,fact_confidence,physical,physical_explanation,physical_confidence,literal language,literal language_explanation,literal language_confidence,positive,positive_explanation,positive_confidence,knowledge,knowledge_explanation,knowledge_confidence,everyday,everyday_explanation,everyday_confidence,commonsense,design_point,model
Entropy is time's arrow; the universe always drifts toward disorder.,1,Entropy increase in closed systems is scientifically demonstrable. Confident.,3,1,"It concerns the second law of thermodynamics, a physical law. Very confident.",4,0,'Time's arrow' is a metaphor. Very confident.,4,1,"It describes how nature behaves, not how it ought to. Very confident.",4,1,"It states an observed law, not a reasoned inference. Confident.",3,0,Universal entropy is not observable through personal experience alone. Very confident.,4,People understand that things naturally tend to fall apart and become disordered.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
"Stars are nature's furnaces, forging heavier elements from hydrogen.",1,Nuclear fusion in stars is scientifically established. Very confident.,4,1,"Stellar nucleosynthesis is astrophysics, not social. Very confident.",4,0,'Furnaces' and 'forging' are metaphors. Very confident.,4,1,"It describes an empirical process, not a value. Very confident.",4,1,"It is a stated observation, not a derived conclusion. Confident.",3,0,Fusion inside stars cannot be seen in daily life. Very confident.,4,It is widely known that stars burn and produce the elements.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
"Starlight is a postcard from the past, sent long ago.",1,Light travel time is measurable. Very confident.,4,1,"It concerns the finite speed of light, a physical fact. Very confident.",4,0,'Postcard from the past' is a metaphor. Very confident.,4,1,"It describes nature, not a judgment. Very confident.",4,1,"It states a known fact, though it has a slight inferential flavor. Somewhat confident.",3,0,"Though we see stars, the delay is not experienced directly. Confident.",3,"People know light takes time to travel, so we see stars as they were.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
DNA is the blueprint for every living thing.,1,DNA's role in heredity is demonstrable. Very confident.,4,1,It is a biological fact about organisms. Very confident.,4,0,'Blueprint' is a metaphor. Very confident.,4,1,"It describes biology, not a norm. Very confident.",4,1,"It is a known observation, not a reasoning chain. Very confident.",4,0,DNA is invisible in everyday life and requires science to know. Very confident.,4,Most people know DNA carries the instructions for building organisms.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
"Evolution is a slow sculptor, shaping species over millions of years.",1,"Evolution is supported by empirical evidence, though some dispute it. Confident.",3,1,It concerns biological processes. Very confident.,4,0,'Slow sculptor' is a metaphor. Very confident.,4,1,It describes a natural regularity. Very confident.,4,1,It states a known theory rather than deriving one. Confident.,3,0,Millions of years of change cannot be seen by one person. Very confident.,4,People accept that species change gradually over very long times.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
"Continents crawl at a snail's pace, about as fast as fingernails grow.",1,Plate speeds of a few cm per year are measured. Very confident.,4,1,Plate motion is geophysics. Very confident.,4,0,'Crawl at a snail's pace' is figurative. Confident.,3,1,It describes a measurable regularity. Very confident.,4,1,"It is an observation, not an inference. Confident.",3,0,Continental drift is not perceptible personally. Very confident.,4,"People know continents move, but extremely slowly.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Mountains are born when tectonic plates collide head-on.,1,Orogeny from plate collisions is well established. Very confident.,4,1,It describes geology. Very confident.,4,0,'Born' personifies mountains; figurative but mild. Somewhat confident.,3,1,"It states a natural process, not a value. Very confident.",4,1,"It is known information, not reasoning. Confident.",3,0,Mountain building spans ages beyond personal observation. Very confident.,4,It is commonly understood that mountains form from colliding land masses.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Black holes are cosmic traps that even light cannot escape.,1,The event horizon property is scientifically established. Very confident.,4,1,It concerns gravity and astrophysics. Very confident.,4,0,'Cosmic traps' is a metaphor. Confident.,3,1,"It describes nature, not norms. Very confident.",4,1,It is a stated fact rather than a conclusion. Confident.,3,0,Black holes are far beyond everyday experience. Very confident.,4,"People widely know black holes swallow everything, including light.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Mitochondria are the powerhouses of the cell.,1,"Mitochondria produce ATP, demonstrably. Very confident.",4,1,It is cell biology. Very confident.,4,0,'Powerhouses' is a metaphor. Very confident.,4,1,"It describes function, not value. Very confident.",4,1,"It is a remembered observation, not reasoning. Very confident.",4,0,Cells are invisible without microscopes and science. Very confident.,4,"This is a famous, widely shared piece of biology knowledge.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Light sets the universe's ultimate speed limit.,1,Relativity's limit is empirically supported. Very confident.,4,1,It is a law of physics. Very confident.,4,0,'Speed limit' borrows a traffic metaphor. Confident.,3,1,It describes nature; 'limit' is not a social rule here. Confident.,3,1,"It is stated knowledge, not derived. Confident.",3,0,Not observable in ordinary life. Very confident.,4,People generally know nothing travels faster than light.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Viruses are hijackers that commandeer cells to copy themselves.,1,Viral replication in hosts is demonstrable. Very confident.,4,1,It is microbiology. Very confident.,4,0,'Hijackers' is a metaphor. Very confident.,4,1,It describes a biological mechanism. Very confident.,4,1,"It is an observation, not inference. Confident.",3,0,Viral mechanisms are unseen in daily life. Very confident.,4,People understand viruses need host cells to reproduce.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Earth's atmosphere is a blanket that traps heat and keeps us warm.,1,The greenhouse effect is measurable. Very confident.,4,1,It concerns atmospheric physics. Very confident.,4,0,'Blanket' is a metaphor. Very confident.,4,1,It describes a natural effect. Very confident.,4,1,It states known science. Confident.,3,0,The planetary greenhouse effect isn't directly perceived personally. Confident.,3,People know the atmosphere keeps Earth habitable by holding heat.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
The ozone layer is Earth's sunscreen against ultraviolet rays.,1,Ozone's UV absorption is demonstrable. Very confident.,4,1,It concerns atmospheric chemistry. Very confident.,4,0,'Sunscreen' is a metaphor. Very confident.,4,1,It describes a natural function. Very confident.,4,1,It is an observation. Confident.,3,0,The ozone layer is invisible to ordinary experience. Very confident.,4,It is widely known ozone protects us from harmful sun radiation.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
"Ice ages are Earth's long winters, returning every hundred thousand years or so.",1,Glacial cycles are documented in ice cores. Confident.,3,1,It concerns climate science. Very confident.,4,0,'Long winters' is a metaphor. Confident.,3,1,It describes an empirical cycle. Very confident.,4,1,"It is an observation, not reasoning. Confident.",3,0,Such cycles exceed any lifetime. Very confident.,4,People know Earth has cycled through cold ice ages.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
"Ocean plankton are the planet's hidden lungs, producing much of our oxygen.",1,Phytoplankton oxygen production is measurable. Very confident.,4,1,It is biology and earth science. Very confident.,4,0,'Hidden lungs' is a metaphor. Very confident.,4,1,It describes a natural regularity. Very confident.,4,1,It is a stated observation. Confident.,3,0,Global oxygen budgets aren't personally observable. Very confident.,4,People increasingly know oceans supply a large share of oxygen.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Overusing antibiotics fuels an arms race that breeds superbugs.,1,Resistance from overuse is demonstrated. Very confident.,4,1,"It concerns bacterial evolution, though human behavior is involved. Confident.",3,0,'Arms race' and 'superbugs' are figurative. Very confident.,4,1,"It states a cause-effect regularity, not a moral judgment. Confident.",3,1,"It reports known science, though causal. Somewhat confident.",3,0,Population-level resistance isn't seen individually. Very confident.,4,People know misuse of antibiotics leads to resistant bacteria.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Gravity is a brake on time; clocks tick slower near massive objects.,1,Time dilation is measured with atomic clocks. Very confident.,4,1,It is general relativity. Very confident.,4,0,'Brake on time' is a metaphor. Very confident.,4,1,It describes a physical law. Very confident.,4,1,It states a known finding. Confident.,3,0,Imperceptible in everyday life. Very confident.,4,Educated people accept that relativity makes time vary with gravity.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
"The heart is a tireless pump, beating billions of times in a lifetime.",1,About 2-3 billion lifetime beats is measurable. Very confident.,4,1,It is human biology. Very confident.,4,0,'Tireless pump' is metaphorical. Confident.,3,1,It describes a measurable regularity. Very confident.,4,1,It is an observation. Confident.,3,0,"Heartbeats are felt, but lifetime totals aren't directly experienced; partly everyday. Somewhat unconfident.",2,People know the heart pumps blood continuously throughout life.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
"The Big Bang was the universe's birth, about 13.8 billion years ago.",1,Supported by measurable evidence like cosmic background radiation. Confident.,3,1,It is cosmology. Very confident.,4,0,"'Birth' is a metaphor, though mild. Somewhat confident.",3,1,"It describes nature, not values. Very confident.",4,1,It is stated knowledge rather than reasoning. Confident.,3,0,Cosmic origins cannot be personally observed. Very confident.,4,It is widely accepted that the universe began with the Big Bang.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Raising the minimum wage reduces jobs for young workers.,0,"Economists dispute this, so it is a contested belief rather than a settled fact. I am fairly confident it is opinion, not fact.",3,0,Wages and labor markets are human-made institutions. It is not about physical laws.,4,1,The wording is plain and means exactly what it says. It has no figure of speech.,4,1,"It describes a cause-and-effect claim, not what ought to be done. It is positive, not normative.",3,1,"It states an observation about how the world works rather than deriving a conclusion through logic. It is knowledge, not reasoning.",3,0,The claim concerns economy-wide employment patterns that no individual can observe. It is not an everyday experience.,4,Many people intuitively believe higher labor costs lead employers to hire fewer inexperienced workers.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Strict gun laws reduce violent crime.,0,"The evidence is hotly debated, so the claim remains subjective. It is not an established fact.",3,0,Laws and crime are social constructs. It is not physical.,4,1,The statement is literal and plain. It contains no metaphor.,4,1,"It claims an empirical effect, not a value judgment. It is positive, not normative.",3,1,It asserts a regularity about the world instead of a logical deduction. It is knowledge rather than reasoning.,3,0,Crime rates across societies cannot be seen through personal experience. It is not an everyday observation.,4,A widely held belief that limiting access to guns lowers violence.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Social media makes teenagers more anxious.,0,"Research findings are mixed, so this is a contested belief. It is not a demonstrated fact.",3,0,Social media and anxiety concern human behavior and technology use. It is not about natural laws.,3,1,The language is plain and literal. It has no figure of speech.,4,1,"It describes an effect, not what should happen. It is positive rather than normative.",3,1,It is an observation-style claim about the world. It is not a logical conclusion.,3,0,It generalizes about a whole population rather than one person's experience. It is not everyday.,3,Many parents and commentators believe online platforms harm teen mental health.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Tax cuts for the wealthy boost economic growth.,0,"Economists disagree strongly, so it is subjective. It cannot be decisively proven.",3,0,Taxes and economies are human institutions. It is not physical.,4,1,The word 'boost' is ordinary usage and the meaning is literal. No figure of speech is intended.,3,1,"It is a causal claim, not a statement of what is fair or right. It is positive.",3,1,"It asserts a regularity about economies. It is knowledge, not reasoning.",3,0,National growth is not observable through individual experience. It is not everyday.,4,A common political belief that lower taxes on the rich spur investment.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Democracies rarely go to war with each other.,0,"The 'democratic peace' theory is debated over definitions and causes. It is somewhat subjective, though some treat it as fact.",2,0,Democracy and war are human social phenomena. It is not physical.,4,1,The statement is plainly worded. It uses no figurative language.,4,1,"It describes what happens, not what should happen. It is positive.",4,1,It states an observed regularity. It is not a derived conclusion.,3,0,It is a historical generalization no individual can observe directly. It is not everyday.,4,A popular belief that shared democratic values prevent conflict between nations.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Immigration raises wages for native-born workers overall.,0,Evidence on wage effects is disputed. It is a contested belief rather than a fact.,3,0,Immigration and wages are social and economic constructs. It is not physical.,4,1,The wording is literal. There is no metaphor or hyperbole.,4,1,"It is a descriptive economic claim, not a moral one. It is positive.",3,1,It asserts an empirical pattern. It is not logical reasoning.,3,0,Aggregate wage effects are not visible in daily life. It is not everyday.,4,Some people believe immigrants expand the economy and benefit everyone's pay.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
The death penalty deters people from committing murder.,0,"Studies conflict, so the claim is subjective. It is not demonstrably true or false.",3,0,Punishment and law are human-made. It is not physical.,4,1,The sentence means exactly what it says. It has no figurative elements.,4,1,"It is about an effect, not whether the penalty is just. It is positive.",3,1,It claims an observed effect in the world. It is not a chain of reasoning.,3,0,Deterrence across society cannot be observed individually. It is not everyday.,4,A common belief that harsh punishment discourages serious crime.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Violent video games make children more aggressive.,0,"Research is inconclusive, so this remains opinion. It is not an established fact.",3,0,Games and aggression concern human culture and behavior. It is not about physics.,3,1,The wording is plain. It uses no figure of speech.,4,1,"It describes a cause and effect, not a norm. It is positive.",3,1,It is a claim about a regularity in the world. It is not reasoning.,3,0,"It generalizes across all children, beyond individual observation. It is not everyday, though people may see anecdotes.",3,Many adults believe exposure to violent media shapes children's behavior.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Free trade creates more jobs than it destroys.,0,The net effect is disputed and hard to measure. It is subjective.,3,0,Trade and jobs are human institutions. It is not physical.,4,1,'Creates' and 'destroys' are standard economic terms used literally here. No metaphor is intended.,3,1,"It is a descriptive claim, not a judgment of value. It is positive.",3,1,It asserts an observation about economies. It is not a logical deduction.,3,0,Net national job effects cannot be observed personally. It is not everyday.,4,A widely repeated belief that open markets benefit employment overall.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Standardized test scores predict how well students do in college.,0,The predictive value is debated among educators. It is a contested belief.,3,0,Tests and college are social institutions. It is not physical.,4,1,The statement is literal. It has no figurative language.,4,1,"It describes a relationship, not what schools should do. It is positive.",3,1,It states an observed pattern. It is not reasoning.,3,0,It is a statistical generalization across many students. It is not everyday experience.,3,Many believe admissions tests measure readiness for higher education.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Most people vote based on the state of the economy.,0,Voter motives are hard to verify and debated. It is subjective.,3,0,Voting and economies are social constructs. It is not physical.,4,1,The wording is plain. There is no figure of speech.,4,1,"It describes behavior, not how people should vote. It is positive.",4,1,It is an observation about human behavior. It is not a derived conclusion.,3,0,It generalizes across the whole electorate. It is not individually observable.,4,A common belief that voters reward or punish leaders for economic conditions.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Religion makes societies more cohesive.,0,"Scholars disagree, and it resists proof. It is opinion.",3,0,Religion and society are human creations. It is not physical.,4,1,The sentence is literal. It uses no metaphor.,4,1,"It describes an effect, not whether religion is good. It is positive, though it may sound evaluative.",3,1,It asserts a regularity about societies. It is not reasoning.,3,0,Societal cohesion cannot be observed through personal experience. It is not everyday.,4,A traditional belief that shared faith binds communities together.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Remote work makes employees more productive.,0,Evidence is mixed and definitions vary. It is subjective.,3,0,Work arrangements are social constructs. It is not physical.,4,1,The language is plain. It has no figure of speech.,4,1,"It describes an effect, not a norm. It is positive.",3,1,It claims an observed pattern. It is not reasoning.,3,0,"It generalizes across all employees, beyond individual experience. It is somewhat abstract though people have personal anecdotes.",2,Many people believe working from home improves output.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Stock markets will rise over the next decade.,0,"It is a prediction that cannot be verified now. It is opinion, not fact.",4,0,Markets are human institutions. It is not physical.,4,1,'Rise' is the standard literal term for market gains. It is not figurative.,3,1,"It predicts what will happen, not what should. It is positive.",4,1,"It asserts a claim about the world's future. It is presented as belief, not a logical derivation, though it may rest on inference.",2,0,Future market trends are not observable personally. It is not everyday.,4,A common investor belief that markets trend upward over time.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Legalizing marijuana increases drug use among teenagers.,0,"Studies disagree, so it remains contested. It is opinion.",3,0,Laws and drug-use behavior are social. It is not physical.,4,1,The wording is literal. It has no figure of speech.,4,1,"It describes an effect, not whether legalization is right. It is positive.",3,1,It is a claim about a regularity. It is not reasoning.,3,0,Population-level drug use trends cannot be seen individually. It is not everyday.,4,A frequent worry that legalization makes drugs more accessible to youth.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Smaller class sizes improve how much students learn.,0,"Research findings are mixed, so it is subjective. It is not a settled fact.",3,0,Schooling is a social institution. It is not physical.,4,1,The sentence is plain. It uses no figurative language.,4,1,"It describes an effect, not a policy recommendation. It is positive.",3,1,It asserts an observed effect. It is not a logical conclusion.,3,0,The claim generalizes across schools and cannot be observed by one person. It is not everyday.,3,Many parents and teachers believe fewer students per class helps learning.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Economic sanctions rarely change a government's behavior.,0,Effectiveness is debated and hard to measure. It is opinion.,3,0,Sanctions and governments are human constructs. It is not physical.,4,1,The wording is literal. There is no metaphor.,4,1,"It describes outcomes, not whether sanctions should be used. It is positive.",4,1,It states a regularity about the world. It is not reasoning.,3,0,International outcomes cannot be observed personally. It is not everyday.,4,A common skeptical view that sanctions hurt citizens without moving leaders.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
A universal basic income would make people less willing to work.,0,It is a speculative and disputed prediction. It cannot be proven.,4,0,Income policy and work are social constructs. It is not physical.,4,1,The sentence is plain and literal. It has no figure of speech.,4,1,"It predicts an effect, not a moral judgment. It is positive.",3,1,"It asserts a claim about human behavior. It may rest on some inference, so it is not purely knowledge.",2,0,It concerns society-wide behavior under a hypothetical policy. It is not everyday.,4,A common belief that guaranteed money reduces the incentive to hold a job.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Most voters are poorly informed about government policy.,0,'Poorly informed' is subjective and hard to measure. It is opinion.,3,0,Voting and policy are human institutions. It is not physical.,4,1,The wording is literal. It uses no figurative expression.,4,1,"It describes a state of affairs rather than prescribing. It is positive, though it carries some judgment.",2,1,It is an observation about people. It is not reasoning.,3,0,It generalizes about millions of voters. It is not individual experience.,3,A widespread belief that the average citizen knows little about policy details.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
Rent control reduces the supply of available housing.,0,"Though many economists agree, it is still politically contested. It is somewhat subjective.",2,0,Rent control and housing markets are human-made. It is not physical.,4,1,The statement is plain. It has no figure of speech.,4,1,"It describes an effect, not whether the policy is fair. It is positive.",4,1,It asserts an empirical regularity. It is not a logical derivation.,3,0,Housing supply trends are not visible in daily life. It is not everyday.,4,A common belief that capping rents discourages landlords from offering units.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'abstract']",anthropic/claude-opus-5.5
"Your boss is on the warpath today, so keep your head down.",0,Whether lying low is best is subjective advice that cannot be proven.,3,0,"It concerns workplace hierarchy and interpersonal behavior, which are human constructs rather than physical facts.",4,0,"'On the warpath' and 'keep your head down' are idioms, not literal.",4,0,"It prescribes how one should behave, not what empirically happens.",3,0,It infers advice from the boss's mood using 'so'; it is not a bare observation.,4,1,Dealing with a grumpy boss is a common daily experience rather than an abstract matter.,4,People know that avoiding attention when a superior is angry reduces conflict.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'everyday']",anthropic/claude-opus-5.5
"He never calls back, so the ball's in his court; stop chasing.",0,"Whether to stop trying is a subjective view, not a demonstrable fact.",4,0,"It concerns relationships and communication etiquette, which are human-made.",4,0,'Ball's in his court' and 'chasing' are metaphors.,4,0,"It gives a judgment about proper behavior in dating or friendship, not a natural law.",4,0,"It concludes what to do from his repeated silence, rather than just stating a fact.",4,1,Unanswered calls are an ordinary experience.,4,"People understand that persistent non-response signals disinterest, so further effort is unwise.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'everyday']",anthropic/claude-opus-5.5
"The dinner was a feast for kings, so you should thank the host.",0,Judging a meal as fit for kings is subjective and cannot be proven.,3,0,Hosting and thanking are social customs rather than physical phenomena.,4,0,"'Feast for kings' is hyperbole, not literal.",4,0,"'Should thank' expresses a social norm, not an empirical regularity.",4,0,"It derives an obligation from the quality of the meal, which is an inference rather than a bare observation.",4,1,Eating at someone's home is an ordinary experience.,4,Gratitude is expected when someone goes to great effort to feed you.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'everyday']",anthropic/claude-opus-5.5
"She's burning the candle at both ends, so she should take a break.",0,Whether she needs a break is a subjective judgment.,3,0,"Work habits and expectations of self-care are human, social matters rather than physical ones.",3,0,"'Burning the candle at both ends' is a metaphor, not literal.",4,0,"'Should take a break' is a value judgment, not a positive claim.",4,0,"It concludes she needs rest from her overwork, an inference rather than a mere observation.",4,1,Seeing overworked friends or coworkers is common.,4,People recognize that overwork leads to exhaustion and rest is advisable.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'everyday']",anthropic/claude-opus-5.5
"Your roommate's dishes are piling into a mountain, so it's time for a talk.",0,"When a talk is warranted is subjective, not provable.",3,0,Roommate etiquette and chore norms are socially constructed rather than physical.,4,0,"'Mountain' of dishes is hyperbole, not literal.",4,0,"It implies what one ought to do in shared living, not an empirical law.",3,0,"It infers the need for conversation from the dish buildup, rather than just observing it.",4,1,Dirty dishes and roommates are everyday matters.,4,Shared living requires addressing chores before resentment builds.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'everyday']",anthropic/claude-opus-5.5
"He bent over backwards for you, so you owe him a favor.",0,Whether a debt exists is subjective and cannot be proven.,3,0,"Owing favors is a social norm of reciprocity, not a physical fact.",4,0,"'Bent over backwards' is an idiom, not literal.",4,0,'Owe' expresses a moral obligation rather than an empirical regularity.,4,0,"It concludes an obligation from his past help, rather than stating a bare observation.",4,1,Doing and returning favors is ordinary life.,4,Reciprocity is a widely understood social expectation.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'everyday']",anthropic/claude-opus-5.5
"That meeting could have been an email, so keep the next one short.",0,Whether a meeting was needed is subjective.,4,0,Meetings and workplace time norms are human constructs rather than physical facts.,4,0,"'Could have been an email' is a common ironic quip rather than a literal claim, though it is fairly transparent.",3,0,"It prescribes how meetings ought to be run, not what empirically happens.",4,0,"It draws a recommendation from judging the last meeting, which is an inference rather than a mere observation.",4,1,Office meetings are routine experiences.,4,People value their time and dislike unnecessary meetings.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'everyday']",anthropic/claude-opus-5.5
"Your friend is in hot water, so you should lend a hand.",0,Whether one should help is a value judgment that cannot be proven.,3,0,Friendship obligations are socially constructed rather than physical.,4,0,"'In hot water' and 'lend a hand' are idioms, not literal.",4,0,"'Should' marks a moral norm, not a positive claim.",4,0,"It infers a duty to help from the friend's trouble, rather than just describing it.",4,1,Friends facing problems is common.,4,Loyalty means helping friends when they are in trouble.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'everyday']",anthropic/claude-opus-5.5
"Kids are sponges, so parents should watch their language at home.",0,How strictly to censor oneself is a subjective view.,3,0,It concerns parenting norms and speech etiquette rather than physical facts.,4,0,"'Kids are sponges' is a metaphor, not literal.",4,0,It prescribes parental conduct rather than describing an empirical law.,4,0,It concludes that parents should be careful from the fact that kids absorb behavior.,4,1,Family life at home is an everyday context.,4,"Children imitate what they hear, so adults moderate their speech.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'everyday']",anthropic/claude-opus-5.5
"First impressions are everything, so dress sharp for the interview.",0,That impressions are 'everything' is a subjective belief that cannot be demonstrated.,4,0,"Dress codes and impressions are social perceptions, not physical facts.",4,0,'Are everything' is hyperbole and 'dress sharp' is idiomatic.,4,0,It recommends conforming to a convention rather than describing a law.,4,0,"It derives advice from a belief about impressions, rather than stating an observation alone.",4,1,Job interviews and choosing clothes are ordinary experiences.,4,People know appearance influences how interviewers judge candidates.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'everyday']",anthropic/claude-opus-5.5
"Time is money, so don't keep your guests waiting.",0,The value placed on time is subjective.,3,0,Punctuality and hospitality are social conventions rather than physical facts.,4,0,'Time is money' is a classic aphorism and metaphor.,4,0,"'Don't keep them waiting' is a prescriptive norm, not a positive claim.",4,0,It applies a general maxim to conclude specific behavior.,4,1,Hosting guests is a common situation.,4,Punctuality shows respect for others' time.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'everyday']",anthropic/claude-opus-5.5
"The early bird catches the worm, so start your chores at dawn.",0,Whether mornings are best is subjective.,4,0,Beliefs about productivity and daily routines are human-constructed rather than physical.,3,0,It uses a well-known proverb metaphorically.,4,0,"It prescribes how one should organize the day, not an empirical law.",4,0,"It concludes a schedule from a proverb's premise, rather than just stating an observation.",4,1,Doing chores is ordinary daily life.,4,People believe starting tasks early leads to better results.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'everyday']",anthropic/claude-opus-5.5
"She spilled the beans at the party, so don't trust her with secrets.",0,Whether she's untrustworthy is a subjective judgment.,4,0,"Trust and secrecy are interpersonal, social matters rather than physical ones.",4,0,"'Spilled the beans' is an idiom, not literal.",4,0,"It gives a judgment about how to treat her, not a positive law.",4,0,"It infers future untrustworthiness from past behavior, not just an observation.",4,1,Gossip at parties is a common experience.,4,Past indiscretion predicts future unreliability with confidences.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'everyday']",anthropic/claude-opus-5.5
"Home is where the heart is, so visit your parents more often.",0,How often one should visit is subjective.,4,0,Family obligations are social values rather than physical facts.,4,0,'Home is where the heart is' is an aphorism.,4,0,"It prescribes filial behavior, not an empirical regularity.",4,0,It draws a behavioral conclusion from a sentiment.,3,1,Visiting family is an ordinary activity.,4,People value family ties and expect regular contact with parents.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'everyday']",anthropic/claude-opus-5.5
"He's a total couch potato, so he should get moving and exercise.",0,Labeling someone lazy and prescribing exercise is subjective.,3,0,"Judgments about lifestyle are social perceptions, though health has a physical side, so I'm less confident.",3,0,"'Couch potato' is a metaphor, not literal.",4,0,"'Should' marks a value judgment, not a positive claim.",4,0,It concludes a recommendation from his habits rather than merely describing them.,4,1,Lounging on couches is ordinary.,4,People see inactivity as unhealthy and encourage exercise.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'everyday']",anthropic/claude-opus-5.5
"Honesty is the best policy, so admit you broke the vase.",0,"That honesty is 'best' is a value claim, not a provable fact.",3,0,"Honesty is a moral, socially constructed value rather than a physical fact.",4,0,'Honesty is the best policy' is an aphorism.,4,0,It expresses a moral norm rather than an empirical regularity.,4,0,It applies a principle to reach a specific conclusion.,4,1,Breaking household items is common.,4,Owning up to mistakes is widely valued and builds trust.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'everyday']",anthropic/claude-opus-5.5
