statement,fact,fact_explanation,fact_confidence,physical,physical_explanation,physical_confidence,literal language,literal language_explanation,literal language_confidence,positive,positive_explanation,positive_confidence,knowledge,knowledge_explanation,knowledge_confidence,everyday,everyday_explanation,everyday_confidence,commonsense,design_point,model
Blood is thicker than water.,1,"Whether family ties are stronger can be examined empirically, though it varies. Confidence is moderate.",3,0,"It concerns family bonds, a socially constructed relationship. It is of human origin.",4,0,Blood and water are metaphors for family and other ties. It is not literal language.,4,1,It asserts an empirical tendency of family loyalty rather than a rule. It is not prescriptive.,3,1,It is an observation about family loyalty. It is not a logical conclusion.,4,1,Family loyalty is encountered in ordinary life constantly. It is not abstract.,4,This proverb conveys the widely shared belief that family bonds are stronger than other relationships.,"['fact', 'social', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Two heads are better than one.,1,The effect of collaboration on outcomes can be studied empirically. It is not pure opinion.,3,0,"It is about human cooperation, a social phenomenon. It is of human origin.",4,0,'Two heads' figuratively denotes collaborative effort. It is not literal language.,4,1,It asserts an empirical regularity that collaboration helps. It is not a norm about what should happen.,3,1,It is an observation about teamwork results. It is not a formal reasoning chain.,4,1,People collaborate on everyday tasks like planning or problem-solving. It is not abstract.,4,This saying expresses the common observation that collaboration often produces better results than working alone.,"['fact', 'social', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
The squeaky wheel gets the grease.,1,That vocal complaints draw responses can be observed and tested. It is not mere opinion.,3,0,It describes a social dynamic of complaint and response. It is of human origin.,4,0,The wheel and grease image is metaphorical for people and attention. It is not literal language.,4,1,It states an empirical regularity about complaint and reward. It is not prescriptive.,3,1,It is an observation about social behavior. It is not a logical derivation.,4,1,People constantly observe complainers getting attention in daily life. It is not abstract.,4,This proverb observes that those who complain most prominently often receive the most attention or assistance.,"['fact', 'social', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Old habits die hard.,1,Habit persistence is an empirically demonstrable phenomenon. It is not opinion.,3,0,Habits are learned patterns of human behavior. It is of human origin.,4,0,Habits 'dying' is a personifying metaphor. It is not literal language.,4,1,It describes what does happen when habits are challenged. It is not advice.,3,1,It is an observation about habit persistence. It is not a logical inference.,4,1,Nearly everyone struggles to change routines like diet or schedule. It is not abstract.,4,This saying captures the common experience that long-standing habits are difficult to change.,"['fact', 'social', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Every cloud has a silver lining.,1,Whether every hardship has a positive side is debatable and partly subjective. Confidence is moderate.,2,0,It reflects a socially shared outlook on adversity. It is of human origin.,4,0,The cloud image is a metaphor for misfortune and hope. It is not literal language.,4,1,It asserts a regularity that positives accompany hardship. It is not a rule about what should happen.,3,1,It is an observation about adversity and benefit. It is not a logical deduction.,3,1,People routinely find small positives in bad situations. It is not abstract.,4,This metaphor expresses the common belief that difficult situations usually contain some positive aspect.,"['fact', 'social', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Money talks.,1,The influence of money on decisions can be empirically observed. It is not mere opinion.,3,0,Money's influence is a social phenomenon rooted in human institutions. It is of human origin.,4,0,Money 'talking' is a personifying metaphor. It is not literal language.,4,1,It describes what does happen when money is involved. It is not prescriptive.,3,1,It is an observation about wealth and influence. It is not a reasoning chain.,4,1,People constantly witness wealth shaping influence in daily transactions. It is not abstract.,4,This saying conveys the common observation that financial resources strongly influence people and outcomes.,"['fact', 'social', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Honesty is the best policy.,1,"It is a value judgment about what is best, which is subjective. It is not demonstrably correct or incorrect.",2,0,It concerns a social value placed on honesty. It is of human origin.,4,0,"It is a concise aphorism, though its language is fairly plain. It is figurative in framing honesty as policy.",3,1,It is a normative claim prescribing honesty as the best course. This weakens fit with positive.,2,1,It encodes experiential knowledge about honesty's outcomes. It is not a formal derivation.,3,1,Truth-telling dilemmas occur in everyday life constantly. It is not abstract.,4,This aphorism expresses the common belief that truthfulness is generally the wisest course of action.,"['fact', 'social', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Time heals all wounds.,1,"Emotional recovery over time is empirically observable, though not universal. Confidence is moderate.",3,0,"It concerns human emotional healing, a feature of human experience. It is of human origin.",4,0,'Wounds' and 'healing' are metaphors for emotional pain. It is not literal language.,4,1,It states what does tend to happen over time. It is not a rule about what should happen.,3,1,It is an observation about emotional recovery. It is not a logical conclusion.,4,1,People routinely experience grief and hurt easing over time. It is not abstract.,4,This proverb expresses the common observation that emotional pain tends to fade as time passes.,"['fact', 'social', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Actions speak louder than words.,1,That deeds carry more weight than words can be empirically examined. It is not mere opinion.,3,0,It concerns interpreting human behavior and communication. It is of human origin.,4,0,'Louder' is figurative for greater evidential weight. It is not literal language.,4,1,It asserts an empirical regularity about how actions are perceived. It is not prescriptive.,3,1,It is an observation about behavior and perception. It is not a logical derivation.,4,1,People constantly judge others by deeds rather than promises. It is not abstract.,4,This proverb conveys the common belief that what people do reveals more than what they say.,"['fact', 'social', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
A penny saved is a penny earned.,1,The economic equivalence of saving and earning is arguable and partly subjective. Confidence is moderate.,3,0,Money and its value are socially constructed concepts. It is of human origin.,4,0,It is an aphoristic parallelism comparing saving to earning. It is not literal language.,4,1,"It states an equivalence about savings, though framed as advice. It leans normative.",2,1,It states a generalization about money and value. It is not a formal reasoning chain.,3,1,Saving small amounts is an everyday financial experience. It is not abstract.,4,This saying expresses the common sense that saving money is as valuable as earning it.,"['fact', 'social', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
A rolling stone gathers no moss.,1,The claim about movement preventing accumulation is empirically arguable. It is not mere opinion.,2,0,It concerns human choices about settling versus wandering. It is of human origin.,4,0,The rolling stone image is metaphorical for restless people. It is not literal language.,4,1,It asserts an empirical regularity about constant movement and accumulation. It is not prescriptive.,3,1,It is an observation about lifestyle outcomes. It is not a logical deduction.,3,1,People often observe restless drifters staying unattached. It is not abstract.,3,This proverb observes that people who keep moving or changing never settle and accumulate nothing.,"['fact', 'social', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Water always finds its own level.,1,It can be demonstrated empirically and is true regardless of opinion.,4,1,"This describes fluid behavior governed by physics, not a social rule.",4,0,The phrase is an aphorism often used metaphorically about fairness or balance.,2,1,"It states what water does, not what it should do.",4,1,"It is a direct observation about the world, not a logical conclusion.",4,1,"People observe settling liquids in cups, buckets, and plumbing routinely.",4,"People know liquids settle to an equal height across connected containers, which is common knowledge from everyday experience.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Lightning never strikes twice in the same place.,1,"It can be tested and shown false, independent of opinion.",4,1,"It concerns atmospheric electricity, a physical phenomenon, not a social rule.",4,0,It is a proverbial hyperbole often used to suggest misfortune won't repeat.,3,1,"It claims a regularity about the world, not a normative judgment.",4,1,"It is a stated observation, not a conclusion derived from combining facts.",4,1,People encounter storms and this saying in ordinary life.,4,"This widely repeated saying reflects folk wisdom, though the underlying claim is actually false.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Time and tide wait for no man.,1,That tides and time continue regardless of human wishes is demonstrably true.,4,1,"Tides are governed by gravitational forces and time by physics, not social convention.",4,0,It is a classic aphorism with proverbial phrasing.,3,1,"It describes what happens, not what ought to happen.",4,1,It is an observation about nature rather than a reasoned conclusion.,3,1,Everyone experiences the passage of time and coastal tides.,4,"This familiar saying captures that natural processes continue regardless of human wishes, which everyone knows.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
The early bird catches the worm.,1,That early-rising birds can catch worms is empirically verifiable.,3,1,"It references animal foraging behavior described by biology, not a social rule.",3,0,It is a well-known proverb used figuratively about diligence and timing.,3,1,"It states a regularity, not a moral prescription.",4,1,"It is a direct claim about the world, not a derived conclusion.",4,1,"Birds, worms, and mornings are encountered in ordinary experience.",4,"This common saying reflects that acting early often yields results, grounded in observable natural behavior.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
An apple a day keeps the doctor away.,1,"The health claim can in principle be tested, independent of opinion.",3,1,"It concerns nutrition and bodily health, which are biological matters.",3,0,"It is a proverb with rhyme, used figuratively about healthy habits.",3,1,It describes a supposed causal regularity rather than a value judgment.,3,1,"It is a stated observation about diet and health, not a logical derivation.",4,1,Apples and doctors are part of ordinary daily life.,4,"This extremely familiar saying links eating fruit to health, a piece of folk wisdom everyone knows.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
You can't squeeze blood out of a turnip.,1,That turnips contain no blood is verifiable and not a matter of opinion.,4,1,"It refers to the physical composition of vegetables, governed by biology.",4,0,It is a vivid metaphor used to say you can't get what isn't there.,3,1,"It states a fact about the world, not a social norm.",4,1,"It is a direct observation about what vegetables contain, not a reasoning chain.",4,1,Turnips are ordinary food items people handle routinely.,4,"This common saying expresses that you cannot get something from nothing, based on plain physical reality.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Every cloud has a silver lining.,1,The literal appearance of sunlit clouds can be verified empirically.,3,1,"Clouds and their optical appearance are physical, meteorological phenomena.",3,0,It is a classic metaphor used to find good in bad situations.,3,1,It describes an observable feature of the world rather than prescribing anything.,4,1,"It is a direct observation about clouds, not a logical conclusion.",4,1,Clouds are seen by everyone in ordinary life.,4,"This familiar saying observes that clouds literally appear silver-edged in sunlight, and figuratively that difficulties bring hope.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Oil and water don't mix.,1,"It can be demonstrated in any kitchen, independent of opinion.",4,1,"Immiscibility is a chemical property explained by molecular polarity, not social rules.",4,0,The phrase is a common idiom for things or people that don't combine.,2,1,"It states an empirical regularity, not a normative judgment.",4,1,"It is a plain observation about substances, not a derived conclusion.",4,1,People encounter oil and water together in cooking daily.,4,Everyone knows from kitchen experience that oil floats on water rather than combining with it.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
One swallow doesn't make a summer.,1,That one bird's arrival doesn't mean summer has arrived is verifiable.,3,1,"It concerns bird migration and seasonal climate, which are biological and meteorological facts.",4,0,It is a proverb used figuratively to warn against hasty conclusions.,3,1,"It states an empirical point, not a value judgment.",4,1,"It is an observation about nature, though it borders on a reasoned inference.",2,1,Swallows and changing seasons are commonly observed experiences.,4,"This old saying observes that a single migrating bird isn't proof of a season, known across generations.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Still waters run deep.,1,The relationship between flow speed and depth can be empirically checked.,3,1,Water flow and depth are hydraulic properties measurable by physics.,4,0,It is a metaphor widely used to describe reserved people.,3,1,"It describes how water behaves, not how it should behave.",4,1,It is an observation about rivers and streams rather than a logical argument.,3,1,"People observe rivers, ponds, and streams in daily life.",4,"This saying rests on the physical observation that deep water moves slowly, extended to mean quiet people are profound.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
A rolling stone gathers no moss.,1,"Moss cannot attach to a constantly moving stone, which is verifiable.",3,1,Moss growth on stationary versus moving stone is a biological fact.,4,0,It is a proverb used figuratively about staying active or unsettled.,3,1,"It states an empirical outcome, not a social prescription.",4,1,"It is a direct observation about nature, not a chain of reasoning.",4,1,Stones and moss are ordinary objects people encounter.,4,"This famous saying observes that a moving rock picks up nothing, known to nearly everyone.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
March comes in like a lion and goes out like a lamb.,1,March weather trends can be measured and the claim checked against data.,3,1,It describes seasonal weather patterns governed by meteorology.,4,0,It uses animal metaphors to describe weather ferocity and mildness.,4,1,"It describes what weather tends to do, not what it ought to do.",4,1,"It is an observation about weather patterns, not a logical derivation.",4,1,Everyone experiences March weather in ordinary life.,4,"This weather proverb notes that early March storms give way to milder days, common seasonal wisdom.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
"Red sky at night, sailor's delight.",1,The correlation between sunset color and next-day weather can be tested.,3,1,Sky color and weather fronts are optical and meteorological phenomena.,4,0,"It is a rhyming weather proverb, a classic piece of folk speech.",4,1,"It reports an empirical correlation, not a normative claim.",4,1,"It is a direct observation about sky and weather, not a reasoned conclusion.",4,1,Sunsets and weather are encountered by everyone.,4,"This ancient weather saying links evening sky color to fair weather, widely known folk meteorology.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
The squeaky wheel gets the grease.,1,"That people oil noisy parts can be observed, independent of opinion.",3,1,"Squeaking indicates mechanical friction, a matter of engineering and physics.",3,0,It is an idiom used figuratively about who receives attention.,3,1,"It describes what typically happens, not what should happen.",4,1,"It is an observation of common practice, not a logical derivation.",4,1,Squeaky hinges and wheels are common household experiences.,4,"This saying observes that a noisy machine part gets attended to, and figuratively that complaining gets attention.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
You can't make an omelet without breaking eggs.,1,That shells must be broken to make an omelet is plainly verifiable.,4,1,It concerns the physical necessity of breaking eggshells to cook with eggs.,4,0,It is a well-known idiom meaning achievement requires sacrifice.,3,1,"It states a physical necessity, not a moral rule.",4,1,"It is a direct observation about cooking, not a reasoning chain.",4,1,Cooking eggs is an ordinary daily activity.,4,"Everyone knows cooking an omelet requires cracking shells first, and the saying extends to any worthwhile achievement.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Old habits die hard.,1,That habits are hard to break can be empirically studied and shown.,3,1,Habit formation and persistence are grounded in neurology and psychology.,3,0,The phrase is a figurative idiom with personification of habits dying.,3,1,It describes a regularity of behavior rather than prescribing a value.,4,1,"It is a general observation, not a conclusion from combined premises.",3,1,Everyone wrestles with their own habits in ordinary life.,4,"This saying reflects that learned behaviors resist change, something everyone knows from experience.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Big fish eat little fish.,1,That larger fish eat smaller ones is readily verifiable.,4,1,"Predation is a biological phenomenon described by ecology, not social rules.",4,0,It is a proverb used figuratively about the powerful exploiting the weak.,3,1,"It states what fish do, not what they ought to do.",4,1,"It is a direct observation of nature, not a logical conclusion.",4,1,"Fish and predation are encountered in everyday life, from aquariums to fishing.",4,"This saying observes the basic reality of predators consuming smaller prey, known to all.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
The grass is always greener on the other side of the fence.,1,"That distant lawns can merely appear greener is demonstrable, though the saying is largely figurative.",2,1,"Grass color and the visual effect of distance are physical, perceptual facts.",3,0,It is a classic idiom about envy and perception of alternatives.,4,1,It describes a perceptual phenomenon rather than prescribing anything.,4,1,"It is an observation, not a conclusion derived from combining facts.",3,1,"Lawns, fences, and neighbors are parts of ordinary experience.",4,"This saying notes the literal appearance of distant grass, and figuratively that elsewhere always looks better.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
A watched pot never boils.,1,"The literal claim is false since pots boil regardless of observation, which can be tested.",3,1,Water boiling is a physical process governed by heat transfer.,4,0,It is a proverbial hyperbole about time appearing slower while waiting.,3,1,"It states an empirical matter about boiling, not a normative judgment.",4,1,"It is an observation about boiling, though hyperbolic in form.",3,1,Boiling pots are encountered in every kitchen.,4,This household saying reflects the common experience that waiting impatiently makes time seem slower.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Even a blind squirrel finds a nut sometimes.,1,That even impaired animals occasionally locate food is empirically checkable.,3,1,"Squirrels and their foraging are biological facts, and blindness is a physical condition.",4,0,It is a humorous proverb about occasional luck despite incompetence.,3,1,"It states a probabilistic regularity, not a moral norm.",4,1,"It is an observation about foraging animals, not a reasoning chain.",4,1,Squirrels and their nut-gathering are common everyday sights.,4,"This saying observes that animals find food by chance, extended to mean anyone can occasionally succeed.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
"When it rains, it pours.",1,That rain often arrives in heavy bursts is measurable in weather data.,3,1,Rainfall intensity and clustering are meteorological phenomena.,4,0,It is a well-known idiom about troubles arriving together.,3,1,"It describes how weather behaves, not how it should behave.",4,1,"It is an observation about rainfall patterns, not a logical derivation.",4,1,Rain is experienced by everyone in ordinary life.,4,"This saying captures that heavy rainfall arrives in bursts, and figuratively that troubles come all at once.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
The morning is the best time for coffee.,0,It is inherently subjective whether morning is the best time for coffee.,4,0,"It reflects human habits and preferences, not physical laws.",4,1,It is plain language meaning exactly what it says about coffee timing.,4,1,"It describes something people believe about the world, not a normative judgment.",3,1,"It is a direct observation about the world, not a conclusion arrived at through reasoning.",4,1,Coffee is an everyday experience for many people.,4,"This is a common everyday opinion about coffee timing that people hold, reflecting typical human experience.","['opinion', 'social', 'literal language', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Traffic is worse on Mondays.,0,It cannot be objectively demonstrated true or false across all contexts.,3,0,Traffic patterns are governed by human schedules and social structures.,4,1,It is plain language about traffic on Mondays.,4,1,"It describes an empirical regularity people believe exists, not a norm.",3,1,"It is an observation about traffic, not a reasoned conclusion.",4,1,Traffic is part of ordinary daily experience.,4,This reflects common belief about traffic patterns tied to work schedules.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Emails should be answered within a day.,0,It is a subjective expectation that varies by culture and context.,4,0,"It is about human communication norms, not physical laws.",4,1,It is plain language about responding to emails.,4,1,"It describes what people believe should happen, which is a social convention rather than a natural law, so confidence is moderate.",2,1,"It is an observation about social practice, not a logical derivation.",3,1,Email is part of ordinary daily communication.,4,This reflects common expectations about email response times.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
People prefer cake to brussels sprouts.,0,Preferences vary and cannot be objectively demonstrated as universal.,4,0,"It concerns human tastes and preferences, not natural laws.",4,1,It is plain language comparing food preferences.,4,1,"It describes what people tend to prefer, an empirical regularity in human behavior.",3,1,"It is a direct observation about preferences, not a reasoned conclusion.",4,1,Food preferences are encountered in ordinary life.,4,This is a common belief about food preferences.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
The evening news is too depressing.,0,Whether the news is too depressing is inherently subjective.,4,0,"It concerns human perception of media, not physical phenomena.",4,1,It is plain language about the news being depressing.,4,1,It describes a belief about the world rather than a prescriptive norm.,3,1,"It is an observation about news content, not a logical conclusion.",4,1,Watching the evening news is an ordinary experience.,4,This is a common sentiment about television news.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Waiting rooms are uncomfortable places.,0,Comfort is subjective and varies by individual.,4,0,Waiting rooms are socially constructed spaces with human-designed experiences.,4,1,It is plain language about waiting rooms being uncomfortable.,4,1,"It describes an empirical observation about waiting rooms, not a norm.",3,1,"It is a direct observation about waiting rooms, not a reasoned argument.",4,1,Waiting rooms are commonly encountered in daily life.,4,This reflects common experience of waiting in medical or service settings.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Handmade gifts are more meaningful than store-bought ones.,0,Meaningfulness is subjective and varies by person.,4,0,Gift-giving is a social practice governed by human conventions.,4,1,It is plain language about handmade versus store-bought gifts.,4,1,"It describes what people believe to be true about gifts, though it edges toward a normative claim, so confidence is moderate.",3,1,"It is an observation about gifts, not a logical derivation.",4,1,Giving and receiving gifts is part of ordinary life.,4,This is a widely shared belief about the value of handmade items.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
People drive faster on highways than on city streets.,0,It reflects general perception rather than a measurable fact in all cases.,3,0,Speed limits and driving behavior are governed by human rules and habits.,4,1,It is plain language comparing speeds on roads.,4,1,It describes an empirical regularity in human driving behavior.,3,1,"It is a direct observation about driving speeds, not a reasoned conclusion.",4,1,Driving is part of ordinary daily experience.,4,This is a common observation about driving behavior.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Friday afternoons feel shorter than Monday mornings.,0,Time perception is inherently subjective.,4,0,It concerns human perception of socially structured workdays.,4,1,It is plain language about how time feels.,4,1,"It describes how time feels to people, an empirical observation about human experience.",3,1,"It is an observation about subjective time experience, not a logical derivation.",4,1,Work weeks and time perception are part of ordinary experience.,4,This is a common perception about time perception tied to work weeks.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
A handshake should be firm.,0,It is a subjective expectation that varies by culture.,4,0,It is about a socially constructed greeting norm.,4,1,It is plain language about handshake firmness.,4,1,"It states what people believe about handshakes, which is a social convention rather than an empirical law, so confidence is low.",2,1,"It is an observation about social practice, not a logical conclusion.",3,1,Handshakes are common in daily interactions.,4,This is a common belief about greeting etiquette.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Tea tastes better with a little sugar.,0,Taste preferences are inherently subjective.,4,0,"It concerns human taste preferences, not natural laws.",4,1,It is plain language about tea and sugar.,4,1,"It describes what people believe about taste, an empirical regularity in preferences.",3,1,"It is a direct observation about tea taste, not a reasoned conclusion.",4,1,Drinking tea is an everyday experience.,4,This is a common belief about how to prepare tea.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Kids these days spend too much time on screens.,0,What counts as too much is subjective.,4,0,It concerns human behavior and social norms around technology.,4,1,It is plain language about screen time.,4,1,"It describes what people believe about screen time, though it implies a normative judgment, so confidence is moderate.",2,1,"It is an observation about children's habits, not a logical derivation.",4,1,Children's screen use is commonly observed in daily life.,4,This is a widely expressed belief about children's technology use.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
It is rude to interrupt someone mid-sentence.,0,Rudeness is a subjective judgment varying by culture.,4,0,It is about a socially constructed conversational norm.,4,1,It is plain language about interrupting conversations.,4,1,"It states a belief about politeness, which is normative rather than an empirical law, so confidence is low.",2,1,"It is an observation about social behavior, not a logical conclusion.",3,1,Conversations happen constantly in daily life.,4,This is a common belief about conversation etiquette.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
A penny is not worth picking up off the ground.,0,Whether a penny is worth picking up is subjective.,4,0,It concerns the human-assigned value of money.,4,1,It is plain language about picking up a penny.,4,1,"It describes what people believe about coin value, an empirical regularity in human judgment.",3,1,"It is an observation about coin value, not a logical derivation.",4,1,Seeing coins on the ground is common in daily life.,4,This is a common opinion about the value of small coins.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Everyone loves a snow day.,0,Whether everyone loves snow days cannot be objectively verified.,4,0,It concerns human reactions to a socially recognized event.,4,1,It is plain language about snow days.,4,1,"It describes what people believe about snow days, an empirical observation about reactions.",3,1,"It is an observation about human reactions, not a reasoned conclusion.",4,1,Snow days are familiar experiences for many people.,4,This is a common sentiment about unexpected days off.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Video games are harder now than they used to be.,0,Difficulty comparisons are subjective and vary by player.,4,0,It concerns human-created entertainment and perceptions of it.,4,1,It is plain language about game difficulty.,4,1,"It describes a belief about how games have changed, an empirical claim about human artifacts.",3,1,"It is an observation about games, not a logical derivation.",4,1,Video games are a common recreational activity.,4,This is a common belief about how games have changed.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Gossip travels faster than good news.,0,It reflects general perception rather than a measurable fact.,3,0,It is about human communication patterns.,4,1,It is plain language about how information spreads.,4,1,It describes an empirical regularity in how information spreads.,3,1,"It is an observation about human communication, not a logical derivation.",4,1,Gossip and news are common in everyday interactions.,4,This is a common observation about information spread in social groups.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
A Sunday nap is the best part of the weekend.,0,What is the best part of a weekend is subjective.,4,0,It concerns human rest practices in a socially structured week.,4,1,It is plain language about naps on Sundays.,4,1,"It describes what people believe about naps, an empirical observation about human preferences.",3,1,"It is an observation about weekend enjoyment, not a reasoned conclusion.",4,1,Weekend naps are part of ordinary life.,4,This is a common sentiment about weekend rest.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Comfort food helps when you are sad.,0,Whether comfort food helps sadness is subjective and varies.,4,0,Comfort food is a socially constructed concept tied to human emotions.,4,1,It is plain language about food and sadness.,4,1,It describes an empirical regularity in how people use food for comfort.,3,1,"It is an observation about eating and mood, not a logical derivation.",4,1,Eating when sad is a common everyday experience.,4,This is a common belief about food and emotional comfort.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Babies' first words are usually mama or dada.,0,It reflects general perception rather than a universal verifiable fact.,3,0,It concerns human language development in social contexts.,4,1,It is plain language about babies speaking.,4,1,It describes an empirical regularity in child development.,3,1,"It is a direct observation about babies, not a reasoned conclusion.",4,1,Babies learning to talk is commonly observed in family life.,4,This is a common belief about language development.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
A clean desk makes work feel easier.,0,Whether a clean desk makes work easier is subjective.,4,0,It concerns human workspaces and perceptions of productivity.,4,1,It is plain language about desk cleanliness and work.,4,1,"It describes what people believe about organization and work, an empirical regularity in perception.",3,1,"It is an observation about workspace and work perception, not a logical derivation.",4,1,Desks and work are part of ordinary daily experience.,4,This is a common belief about workspace organization.,"['opinion', 'social', 'literal language', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Ice melts when left in a warm room.,1,The melting point of ice is objectively verifiable regardless of opinion.,4,1,"It follows from thermodynamics, a natural physical law.",4,1,It plainly states a physical process with no figurative meaning.,4,1,"It describes an empirical regularity of the physical world, not a value or convention.",4,1,"It is a direct observation about the world, not a logical deduction.",4,1,"Melting ice is commonly encountered in daily life, e.g., drinks and freezers.",4,This is basic common sense about phase changes of water observed in everyday life.,"['fact', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Water boils at 100 degrees Celsius at sea level.,1,It is measurable and objectively correct at sea level pressure.,4,1,It is grounded in physics and measurable empirically.,4,1,The words mean exactly what they say about temperature and boiling.,4,1,"It states an empirical regularity, not a norm or judgment.",4,1,"It is an observed scientific fact, not a reasoning conclusion.",4,1,Boiling water is a routine experience in kitchens everywhere.,4,Widely known physical fact about water's boiling point experienced in cooking.,"['fact', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
Objects fall to the ground when dropped.,1,Gravity's effect on dropped objects is objectively verifiable.,4,1,"Explained by physics (gravity), measurable and empirical.",4,1,"Plain statement of falling objects, no figure of speech.",4,1,"Describes a physical regularity of nature, not any convention.",4,1,A direct observation about the world requiring no logical inference.,4,1,Dropping objects is an unavoidable part of daily life.,4,Fundamental observation about gravity everyone experiences constantly.,"['fact', 'physical', 'literal language', 'positive', 'knowledge', 'everyday']",z-ai/glm-5.3
