statement,fact,fact_explanation,fact_confidence,physical,physical_explanation,physical_confidence,literal language,literal language_explanation,literal language_confidence,positive,positive_explanation,positive_confidence,knowledge,knowledge_explanation,knowledge_confidence,everyday,everyday_explanation,everyday_confidence,commonsense,design_point,model
You should hold the door for the person right behind you entering the store.,1,Whether the door was held can be observed. It is not an opinion because the action is verifiable.,3,0,Politeness rules are human-made. They are not physical laws.,4,1,The instruction is straightforward. It contains no metaphors.,4,0,It prescribes a polite action. It is not a positive empirical law.,4,0,It concludes holding the door is correct based on proximity. It is not just an observation.,3,1,Entering a store happens daily. It is not an abstract concept.,4,"It applies the social rule of courtesy to a specific, logical situation.","['fact', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",qwen/qwen3.8-max-0902
"Because the meeting started late, you should apologize to the attendees.",1,The start time can be checked against a schedule. It is not subjective opinion.,3,0,Meetings and apologies are social constructs. They are not physical entities.,4,1,The sentence means exactly what it says. No figures of speech are used.,4,0,Apologizing for tardiness is a social expectation. It is not a natural law.,4,0,It deduces the need for an apology from the lateness. It is not just a fact stated.,3,1,Meetings are common in work and life. This is not an abstract scenario.,4,It reasons that a delay necessitates a social repair action.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",qwen/qwen3.8-max-0902
"Since it is raining, you should take an umbrella to stay dry.",1,Rain can be measured. It is not an opinion.,3,0,The desire to stay dry is a human preference. It is not a physical law itself.,3,1,The meaning is plain. There is no hyperbole.,4,0,It suggests a course of action based on comfort norms. It is not just a physical description of rain.,3,0,It concludes umbrella use from rain presence. It is not just a statement of weather.,4,1,Rain is a common experience. It is not abstract.,4,It combines weather observation with the social norm of staying dry.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",qwen/qwen3.8-max-0902
You should tip the waiter because they provided good service.,1,Whether a tip was left is verifiable. It is not purely subjective.,3,0,Tipping is a human economic convention. It is not physics.,4,1,The words are literal. No figures of speech are present.,4,0,Tipping is a social rule. It is not a law of nature.,4,0,It infers tipping from service quality. It is not just an observation.,3,1,Eating at restaurants is common. It is not abstract.,4,It links service quality to the social convention of tipping.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",qwen/qwen3.8-max-0902
"Since the library sign says quiet, you should lower your voice.",1,The sign's text can be read. It is not an opinion.,3,0,Library rules are human constructs. They are not natural laws.,4,1,The statement is direct. No metaphors are used.,4,0,It refers to the rule of silence in libraries. It is not a physical law.,4,0,It concludes volume reduction from the sign. It is not just knowledge of the sign.,3,1,Visiting a library is common. It is not abstract.,4,It reasons that a posted rule dictates appropriate volume behavior.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",qwen/qwen3.8-max-0902
You should say please when asking for the salt at dinner.,1,Whether 'please' was said is verifiable. It is not an opinion.,3,0,Manners are human inventions. They are not physical laws.,4,1,The language is plain. No figures of speech are used.,4,0,Politeness is a social value. It is not an empirical fact.,4,0,It infers the need for politeness from the request context. It is not just a fact.,3,1,Dining is a daily activity. It is not abstract.,4,It applies the social norm of politeness to a specific dining request.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",qwen/qwen3.8-max-0902
"Because the laundry is wet, you should hang it outside to dry.",1,Wetness can be measured. It is not an opinion.,3,0,Laundry practices are human routines. They are not purely physics.,3,1,The meaning is literal. No metaphors are used.,4,0,It prescribes a standard laundry practice. It is not a physical law description.,3,0,It concludes drying is needed from wetness. It is not just an observation.,3,1,Doing laundry is common. It is not abstract.,4,"It reasons that wet clothes need drying based on the norm of clean, dry laundry.","['fact', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",qwen/qwen3.8-max-0902
You should stand up when the national anthem is played.,1,Whether someone stood can be observed. It is not an opinion.,3,0,Anthems and respect are human constructs. They are not natural laws.,4,1,The words are literal. No figures of speech are used.,4,0,It is a social rule of respect. It is not a law of physics.,4,0,It infers standing from the anthem playing. It is not just a fact.,3,1,Public events with anthems are common. It is not abstract.,3,It applies the social convention of respect to a specific public event.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",qwen/qwen3.8-max-0902
"Since the store is closed, you should come back tomorrow to shop.",1,Store hours can be checked. It is not an opinion.,3,0,Store hours are human constructs. They are not physical laws.,4,1,The language is plain. No metaphors are used.,4,0,It suggests a standard shopping behavior. It is not a physical law.,3,0,It concludes returning from the closed status. It is not just knowledge.,3,1,Shopping is a common activity. It is not abstract.,4,It reasons that a closed store requires a future visit based on shopping norms.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",qwen/qwen3.8-max-0902
You should thank the person who gave you a birthday gift.,1,Whether thanks were given is verifiable. It is not an opinion.,3,0,Gift-giving and thanks are human conventions. They are not physics.,4,1,The words are literal. No figures of speech are used.,4,0,Gratitude is a social value. It is not an empirical law.,4,0,It infers thanking from receiving a gift. It is not just an observation.,3,1,Birthdays are common events. It is not abstract.,4,It applies the social norm of gratitude to a specific gift-giving event.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",qwen/qwen3.8-max-0902
"Because the road is icy, you should drive slowly to stay safe.",1,Ice on the road can be measured. It is not an opinion.,3,0,Safety norms are human values. They are not purely physics.,3,1,The meaning is plain. No metaphors are used.,4,0,It prescribes a safety behavior. It is not just a physical description.,3,0,It concludes slow driving from icy conditions. It is not just a fact.,4,1,Driving in winter is common. It is not abstract.,4,It combines weather observation with the norm of safe driving.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",qwen/qwen3.8-max-0902
You should raise your hand before speaking in a classroom.,1,Whether a hand was raised is observable. It is not an opinion.,3,0,Classroom rules are human constructs. They are not physics.,4,1,The words are literal. No figures of speech are used.,4,0,It is a rule of conduct. It is not a natural law.,4,0,It infers hand-raising from the desire to speak. It is not just knowledge.,3,1,School is a common experience. It is not abstract.,4,It applies the social rule of classroom order to a specific situation.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",qwen/qwen3.8-max-0902
"Since the restaurant is busy, you should make a reservation.",1,Restaurant busyness can be observed. It is not an opinion.,3,0,Reservations are human systems. They are not natural laws.,4,1,The language is plain. No metaphors are used.,4,0,It suggests a standard dining practice. It is not a physical law.,3,0,It concludes reservation need from busyness. It is not just an observation.,3,1,Eating out is common. It is not abstract.,4,It reasons that high demand requires planning based on dining norms.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",qwen/qwen3.8-max-0902
You should say excuse me when passing through a crowd.,1,Whether 'excuse me' was said is verifiable. It is not an opinion.,3,0,Manners are human inventions. They are not physical laws.,4,1,The words are literal. No figures of speech are used.,4,0,Politeness is a social value. It is not an empirical fact.,4,0,It infers the need for politeness from the crowd. It is not just a fact.,3,1,Crowds are common. It is not abstract.,4,It applies the social norm of politeness to navigating a crowd.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",qwen/qwen3.8-max-0902
"Because the phone is ringing, you should answer it politely.",1,The phone ringing can be heard. It is not an opinion.,3,0,Phone etiquette is a human convention. It is not physics.,4,1,The meaning is plain. No metaphors are used.,4,0,It prescribes a polite response. It is not a physical law.,3,0,It concludes answering from the ringing. It is not just an observation.,3,1,Phone calls are common. It is not abstract.,4,It links the phone event to the social norm of polite communication.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",qwen/qwen3.8-max-0902
You should wash your hands before cooking dinner for your family.,1,Whether hands were washed is verifiable. It is not an opinion.,3,0,Hygiene norms are human constructs. They are not purely physics.,3,1,The words are literal. No figures of speech are used.,4,0,Hygiene is a social health norm. It is not just a physical law.,3,0,It infers hand-washing from cooking. It is not just a fact.,3,1,Cooking is a daily activity. It is not abstract.,4,It applies the hygiene norm to a specific meal preparation event.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",qwen/qwen3.8-max-0902
"Since the movie has started, you should turn off your phone.",1,The movie start time is verifiable. It is not an opinion.,3,0,Theater rules are human constructs. They are not physics.,4,1,The language is plain. No metaphors are used.,4,0,It refers to theater etiquette. It is not a natural law.,4,0,It concludes phone silence from the movie starting. It is not just knowledge.,3,1,Watching movies is common. It is not abstract.,4,It reasons that phone use disrupts the shared viewing experience.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",qwen/qwen3.8-max-0902
You should offer your seat to an elderly person on the bus.,1,Whether a seat was offered is observable. It is not an opinion.,3,0,Respect norms are human constructs. They are not physics.,4,1,The words are literal. No figures of speech are used.,4,0,It is a rule of courtesy. It is not a physical law.,4,0,It infers seat-offering from the person's age. It is not just a fact.,3,1,Bus rides are common. It is not abstract.,4,It applies the social norm of respect for elders to a transit situation.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",qwen/qwen3.8-max-0902
"The bigger they are, the harder they fall.",1,The physical principle that greater mass leads to greater gravitational potential energy and thus greater impact force is objectively demonstrable through physics.,4,1,"It refers to gravitational physics and the relationship between mass, height, and impact force—objective natural laws, not social constructs.",4,0,"This is an aphorism/proverb that uses 'the bigger they are' metaphorically to refer to size or prominence, and 'harder they fall' hyperbolically to describe impact. It is not literal plain language.",4,1,It describes an empirical regularity about gravity and mass—larger objects experience greater gravitational force and thus greater impact. It does not prescribe a norm or value.,4,1,"It is an observation about the physical world regarding mass and gravitational impact, not a conclusion derived through logical reasoning steps.",4,0,"The generalization applies broadly across contexts (physics, economics, biology) and cannot be fully grasped through a single everyday encounter. It requires synthesizing multiple observations.",3,"This expresses the common understanding that larger/more powerful entities suffer greater consequences when they fail, rooted in observable physical principles.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
A rising tide lifts all boats.,1,"In fluid dynamics, a rising water level objectively lifts all floating objects. This is physically demonstrable.",4,1,The underlying principle is buoyancy and fluid mechanics—objective physical laws governing how water level affects floating objects.,4,0,This is a metaphor comparing economic or general improvement to a rising tide lifting boats. It uses figurative language rather than stating the point literally.,4,1,It describes an empirical pattern—that broad improvements tend to benefit all members of a system—rather than prescribing what should happen.,3,1,"It is an observation about how systems behave when conditions improve broadly, not a logical deduction from premises.",3,0,"The generalization spans economics, ecology, and physics, requiring synthesis beyond any single everyday experience to fully appreciate.",3,"This expresses the observable principle that a general improvement in conditions benefits all participants, grounded in physical fluid dynamics as metaphor.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
Water always finds its level.,1,Hydrostatic equilibrium is an objectively demonstrable physical law; water surfaces equalize due to gravitational potential energy minimization.,4,1,"It describes gravitational physics and fluid mechanics—objective natural laws, not socially constructed rules.",4,0,"The word 'finds' personifies water, giving it agency it does not possess, making this a metaphorical expression rather than literal description.",4,1,"It describes an empirical regularity about how water behaves under gravity, not a normative statement about what should be.",4,1,"It is a direct observation about water's behavior under gravitational forces, not a conclusion reached through multi-step reasoning.",4,0,"The principle applies universally across all bodies of water and scales, requiring generalization beyond individual everyday encounters.",3,"This reflects the common understanding that water seeks equilibrium due to gravity, a fundamental physical principle.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
A chain is only as strong as its weakest link.,1,"In materials science and engineering, it is objectively demonstrable that a chain's tensile strength equals its weakest link's strength.",4,1,It refers to material science and structural engineering—objective physical properties of matter and force distribution.,4,0,"This is a metaphor using a physical chain to represent any system's vulnerability at its weakest point. It is an aphorism, not literal language about actual chains only.",4,1,It describes an empirical/engineering regularity about structural integrity rather than prescribing how things ought to be.,4,1,"It is an observation about how systems fail at their weakest point, not a logical deduction from multiple premises.",4,0,"The principle generalizes across engineering, biology, and systems theory, requiring abstraction beyond any single everyday encounter.",4,This captures the common understanding that a system's overall strength is limited by its most vulnerable component.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
Lightning never strikes the same place twice.,1,"This is actually false—lightning does strike the same place repeatedly (e.g., the Empire State Building). It is objectively demonstrable as incorrect.",4,1,It refers to atmospheric electricity and lightning behavior—objective physical phenomena governed by electromagnetism.,4,0,"'Never' is hyperbole, and the statement functions as a proverbial expression rather than a precise scientific claim. It uses figurative absoluteness.",3,1,"It attempts to describe an empirical pattern about lightning behavior in the natural world, not a normative judgment.",4,1,"It is presented as an observation about natural phenomena (lightning), not as a conclusion derived through logical reasoning.",4,0,Understanding lightning patterns requires knowledge of atmospheric physics beyond what one could observe in ordinary daily life.,4,"This is a common folk belief about lightning behavior, though scientifically it is actually false—lightning frequently strikes the same place.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
Every cloud has a silver lining.,1,"Optically, when a light source is behind a cloud, diffraction and scattering do create a brighter edge. This is physically demonstrable.",3,1,It refers to optics and atmospheric physics—how light scatters around water droplets in clouds. These are objective physical phenomena.,3,0,"This is a metaphor/aphorism. The 'silver lining' is figurative language for the bright edge of a backlit cloud, used to represent hope.",4,1,"The physical basis is an empirical optical phenomenon—sunlight scattering at cloud edges. It describes what happens, not what should happen.",3,1,"It is an observation about how light interacts with clouds, not a conclusion arrived at through multi-step reasoning.",3,0,The generalization that every cloud produces this effect requires understanding of optics and atmospheric science beyond individual observation.,3,"This expresses the common observation that behind the obscuring cloud, sunlight always creates a bright edge—a physical optical phenomenon used metaphorically.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
Still waters run deep.,1,"In fluid dynamics, deeper water columns tend to have less turbulent surface flow due to greater volume damping surface disturbances. This is demonstrable.",3,1,"It refers to fluid dynamics and hydrology—objective physical properties of water flow, depth, and turbulence.",4,0,This is a proverb/metaphor that personifies water and uses 'run deep' figuratively. It is not plain literal language.,4,1,It describes an empirical pattern in hydrology—calm surface water often indicates depth—rather than a normative claim.,4,1,"It is an observation about water behavior, not a conclusion derived through combining premises with logic.",4,0,The generalization across all bodies of water requires synthesizing knowledge beyond any single everyday encounter with water.,3,"This captures the common observation that calm surfaces often conceal great depth, rooted in fluid dynamics.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
Nature abhors a vacuum.,1,It is objectively demonstrable that pressure differentials cause matter to flow into low-pressure regions. This is a law of thermodynamics/fluid mechanics.,4,1,It refers to thermodynamics and fluid mechanics—objective physical laws about pressure equilibrium.,4,0,"'Abhors' personifies nature, attributing emotion to a physical process. This is a metaphorical/aphoristic expression, not literal language.",4,1,"It describes an empirical regularity about pressure and matter filling empty space, not a normative statement.",4,1,"It is an observation about how matter and pressure behave in the physical world, not a logical deduction.",4,0,"The principle applies universally across physics and requires understanding of pressure, thermodynamics beyond everyday experience.",4,"This expresses the common understanding that empty spaces in nature tend to be filled, based on pressure differentials.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
The early bird catches the worm.,1,"In ecology, it is demonstrable that earlier foragers often access more food resources before competitors arrive.",3,1,"It refers to biological/ecological processes—predation timing, resource availability—which are objective natural phenomena.",3,0,"This is a proverb/metaphor using a bird and worm to represent competitive advantage through timing. It is figurative, not literal plain language.",4,1,It describes an empirical pattern in ecology—earlier foragers access more resources—rather than prescribing behavior.,3,1,"It is an observation about animal behavior and resource competition, not a conclusion derived through formal reasoning.",3,0,"The generalization about competitive advantage through timing spans ecology and biology, requiring synthesis beyond individual experience.",3,This expresses the common observation that organisms active earlier have competitive advantages in resource acquisition.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
You can't make an omelet without breaking eggs.,1,It is objectively true that making an omelet requires breaking egg shells. This is physically demonstrable.,4,1,It refers to physical/chemical transformation of matter—breaking structural integrity of eggshells is an objective physical process.,3,0,This is a metaphor/proverb using cooking to represent the necessity of destruction for creation. It is figurative language.,4,1,It describes an empirical/physical reality—that making an omelet objectively requires breaking eggs—rather than a normative claim.,3,1,"It is an observation about physical transformation processes, not a conclusion reached through multi-step logical reasoning.",3,0,"The generalization about irreversible transformation processes extends beyond cooking to thermodynamics and entropy, requiring broader synthesis.",3,"This expresses the common understanding that transformation requires destruction of the original form, grounded in physical irreversibility.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
The pen is mightier than the sword.,1,"This is difficult to demonstrate objectively as true or false. However, historically one can measure the lasting impact of ideas versus conquests.",2,1,"This leans toward social rather than purely physical. However, the metaphor draws on physical properties (sharpness, force). Confidence is low.",2,0,This is a metaphor comparing 'pen' (ideas/communication) and 'sword' (physical force) using 'mightier' figuratively. It is an aphorism.,4,1,"It attempts to describe an empirical pattern about the relative long-term impact of ideas versus force, not a normative prescription.",2,1,"It is presented as an observation about the relative power of communication versus violence, not a logical deduction.",3,0,"The claim spans history, sociology, and information theory, requiring synthesis far beyond everyday individual experience.",4,This expresses the common understanding that ideas and communication can have greater lasting impact than physical force.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
What goes up must come down.,1,Newton's law of gravitation objectively demonstrates that objects in Earth's gravitational field accelerate downward. This is demonstrable physics.,4,1,It refers directly to gravitational physics—an objective natural force described by Newtonian and relativistic mechanics.,4,0,'Must come down' uses emphatic/absolute language characteristic of proverbs. The phrasing is aphoristic rather than a plain scientific statement.,3,1,"It describes an empirical regularity governed by gravity, not a normative judgment about what should happen.",4,1,"It is a direct observation about gravitational behavior of objects, not a conclusion derived through reasoning steps.",4,0,The universal application of gravity to all objects requires generalization beyond individual experience of seeing things fall.,3,This expresses the fundamental common understanding of gravity—that objects thrown upward will return to Earth.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
A watched pot never boils.,1,"The pot does physically boil regardless of observation. However, the time perception aspect is psychologically measurable and demonstrable.",2,1,"The boiling is thermodynamics (physical), but the time perception aspect is psychological. It straddles both but the physical basis is clear.",3,0,"'Never boils' is hyperbole—the pot does eventually boil. This is a proverbial exaggeration, not literal language.",4,1,It describes an empirical observation about perceived time and thermodynamics rather than prescribing behavior.,3,1,"It is an observation about the subjective experience of time during waiting, not a logical deduction.",3,0,The principle about time perception and attention requires understanding psychology beyond a single everyday experience.,3,This expresses the common perception that time seems to pass more slowly when one is anxiously waiting for an event.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
The grass is always greener on the other side.,1,"In optics, distance and atmospheric scattering can affect perceived color saturation. However, the statement is largely about perception, making factuality weaker.",2,1,"The visual/optical component is physical, but the statement largely refers to psychological perception. Confidence is moderate.",2,0,"This is a metaphor/proverb using grass color to represent perceived desirability. It is figurative, not literal.",4,1,It attempts to describe an empirical pattern in perception and optics rather than prescribing values.,2,1,"It is an observation about perception and contrast effects, not a conclusion derived through formal reasoning.",3,0,"The generalization about perception and distance applies broadly across visual and cognitive domains, requiring synthesis beyond individual experience.",3,This expresses the common observation about perception and contrast—distant things appear more attractive due to visual and psychological factors.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
Rome wasn't built in a day.,1,It is historically and physically demonstrable that Rome took centuries to build. Large structures objectively require time to construct.,4,1,It refers to physical construction processes and the time required for material assembly—objective engineering constraints.,3,0,This is an aphorism/proverb using Rome's construction as a metaphor for any large undertaking requiring time. It is not literal plain language.,4,1,"It describes an empirical reality about construction and physical processes requiring time, not a normative statement.",3,1,"It is an observation about the time required for large-scale physical construction, not a logical deduction.",3,0,"The generalization about all large projects requiring time spans engineering, history, and project management beyond individual experience.",3,This expresses the common understanding that large physical structures require significant time to construct.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
The squeaky wheel gets the grease.,1,"In mechanics, friction objectively produces sound, and lubrication objectively reduces friction. This is physically demonstrable.",4,1,"It refers to tribology (friction, wear, lubrication)—objective physical/mechanical phenomena.",4,0,This is a proverb/metaphor using a wheel and grease to represent attention to problems. It is figurative language.,4,1,It describes an empirical pattern in mechanics—friction produces sound and signals need for lubrication—rather than a norm.,3,1,"It is an observation about mechanical friction and maintenance, not a conclusion derived through logical reasoning.",3,0,"The generalization about systems signaling failure through observable indicators applies broadly across engineering, requiring synthesis.",3,This expresses the common mechanical observation that parts producing friction/noise are the ones that receive maintenance attention.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
Too many cooks spoil the broth.,1,"In chemistry/thermodynamics, excessive perturbation of a system increases entropy and degrades ordered outcomes. This is demonstrable.",3,1,It relates to thermodynamics and entropy—objective physical principles about system disorder increasing with perturbation.,3,0,"This is a proverb/metaphor using cooking to represent any collaborative process. It is figurative, not literal plain language.",4,1,"It describes an empirical pattern about system degradation with excessive intervention, not a normative prescription.",3,1,"It is an observation about process outcomes degrading with too many inputs, not a logical deduction.",3,0,"The principle generalizes across chemistry, systems theory, and engineering, requiring synthesis beyond individual cooking experience.",3,"This expresses the common understanding that excessive intervention in a process degrades the outcome, related to entropy.","['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
A rolling stone gathers no moss.,1,"Biologically, moss requires stable, undisturbed surfaces to colonize. A moving rock objectively cannot support moss growth. This is demonstrable.",4,1,It refers to biology (moss growth requirements) and physics (motion preventing attachment)—objective natural phenomena.,4,0,This is a proverb/metaphor using a rolling stone and moss to represent movement preventing accumulation. It is figurative language.,4,1,It describes an empirical biological/physical pattern—motion prevents moss colonization—rather than a normative claim.,4,1,"It is an observation about biological growth conditions and physical motion, not a logical deduction.",4,0,The generalization about motion preventing biological colonization requires understanding of biology and physics beyond individual observation.,3,This expresses the common physical observation that objects in continuous motion do not accumulate biological growth.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
"The bigger the wave, the harder the crash.",1,"In physics, wave energy is proportional to amplitude squared. Larger waves objectively carry more kinetic energy and produce greater impact.",4,1,It refers to fluid dynamics and wave mechanics—objective physical laws about energy transfer in water waves.,4,0,This uses 'the bigger...the harder' parallel structure characteristic of aphorisms/proverbs. It is not plain literal scientific language.,3,1,"It describes an empirical physical relationship between wave size and impact force, not a normative statement.",4,1,"It is an observation about wave physics and energy, not a conclusion derived through multi-step reasoning.",4,0,"The generalization about wave energy scaling applies across oceanography and fluid dynamics, requiring synthesis beyond individual beach experience.",3,This expresses the common understanding that larger waves carry more kinetic energy and thus produce greater impact force.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
You can't unscramble an egg.,1,It is objectively demonstrable that denatured egg proteins cannot be returned to their original structure by simple means. This is biochemistry.,4,1,It refers to thermodynamics (entropy increase) and biochemistry (protein denaturation)—objective physical/chemical processes.,4,0,This is an aphorism/proverb using a scrambled egg to represent irreversible processes. The absolute 'can't' gives it proverbial force.,3,1,"It describes an empirical physical reality about irreversibility of certain processes, not a normative claim.",4,1,"It is an observation about the irreversibility of denatured proteins, not a conclusion derived through reasoning.",4,0,"The principle connects to thermodynamics (entropy) and biochemistry, requiring understanding beyond everyday cooking experience.",4,This expresses the common understanding of irreversibility—that some physical/chemical processes cannot be reversed.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
"The deeper the roots, the taller the tree.",1,"In botany, deeper root systems provide more structural support and nutrient access, objectively enabling greater tree height. This is demonstrable.",3,1,"It refers to plant biology, structural mechanics, and biomechanics—objective natural phenomena about growth and support.",4,0,This is an aphorism using parallel structure ('the deeper...the taller') characteristic of proverbs. It uses tree roots metaphorically for foundations.,3,1,"It describes an empirical biological relationship between root depth and tree height, not a normative statement.",4,1,"It is an observation about plant biology and structural support, not a conclusion derived through logical reasoning.",4,0,"The generalization about structural support scaling applies across biology and engineering, requiring synthesis beyond individual tree observation.",3,This expresses the common biological understanding that stronger structural foundations support greater growth.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
The early bird catches the worm.,1,It can be demonstrated that early action often leads to better outcomes. It is not merely a subjective preference.,3,0,It reflects a socially constructed value about diligence rather than a physical law. It originates from human cultural teaching.,4,0,It uses a metaphor comparing human initiative to a bird catching a worm. It is not literal.,4,0,"It prescribes that one should act early, reflecting a social norm. It is not a purely descriptive statement.",4,0,It concludes that acting early leads to success by combining observations about timing and reward. It is not just a raw observation.,3,1,People encounter situations requiring early action in daily life. It is not an abstract or rare scenario.,4,"This proverb encourages punctuality and initiative, a widely shared social lesson.","['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'everyday']",qwen/qwen3.8-max-0902
Don't cry over spilled milk.,1,It is demonstrable that crying does not reverse a spill. The futility can be shown objectively.,3,0,It is a socially transmitted piece of advice about emotional regulation. It is not a law of physics.,4,0,"It uses metaphor; spilled milk represents any small, irreversible mistake. It is not meant literally about dairy.",4,0,"It prescribes how one should behave emotionally, reflecting a social convention. It is not a positive description.",4,0,"It concludes that since the milk is already spilled, crying is illogical. It combines the fact of irreversibility with a behavioral conclusion.",4,1,Spilling things and minor accidents are common daily occurrences. It is not an abstract or rare event.,4,"This idiom advises against dwelling on minor, irreversible everyday mishaps.","['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'everyday']",qwen/qwen3.8-max-0902
You reap what you sow.,1,It can be demonstrated that actions generally lead to corresponding outcomes. It is observable in social contexts.,3,0,It is a human-constructed moral principle about accountability. It is not a natural law like gravity.,4,0,It uses agricultural metaphor to describe cause and effect in life. It is not about literal farming.,4,0,It implies one should act carefully since consequences follow. It reflects a value judgment about responsibility.,4,0,It concludes that outcomes are determined by prior actions through logical connection. It is not just an observation.,4,1,People regularly experience consequences of their choices in daily life. It is not abstract.,4,"This proverb teaches that one's actions have corresponding consequences, a common social belief.","['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'everyday']",qwen/qwen3.8-max-0902
Too many cooks spoil the broth.,1,It can be demonstrated that excessive collaboration can lead to poor outcomes. It is observable in group settings.,3,0,It is a socially learned lesson about group dynamics and coordination. It is not a physical law.,4,0,It uses cooking as a metaphor for any collaborative task. It is not literally about soup.,4,0,"It suggests one should limit the number of people in charge, reflecting a social norm. It is not purely descriptive.",3,0,It concludes that adding more people increases the risk of failure through logical inference. It combines knowledge of coordination with a prediction.,4,1,Group projects and shared tasks are common in daily life. It is not an abstract scenario.,4,This idiom warns that too many people working on one task can ruin it.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'everyday']",qwen/qwen3.8-max-0902
A stitch in time saves nine.,1,It can be demonstrated that addressing issues early prevents escalation. It is observable in maintenance contexts.,4,0,It is a culturally transmitted lesson about proactive behavior. It is not a law of nature.,4,0,It uses sewing as a metaphor for any problem-solving. It is not literally about thread and fabric.,4,0,"It prescribes that one should act promptly, reflecting a social value. It is not a positive description.",4,0,It concludes that early intervention reduces future effort by combining knowledge of deterioration with logic. It is not just an observation.,4,1,People encounter small problems that could grow in daily life. It is not abstract.,4,This proverb advises fixing small problems early to avoid bigger ones later.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'everyday']",qwen/qwen3.8-max-0902
Don't put all your eggs in one basket.,1,It can be demonstrated that concentrating resources increases vulnerability. It is observable in economics and daily choices.,4,0,It is a socially shared principle about risk management. It is not a physical law.,4,0,It uses eggs in a basket as a metaphor for any concentrated investment. It is not literal.,4,0,"It prescribes that one should diversify, reflecting a social convention about prudence. It is not purely descriptive.",4,0,It concludes that diversification reduces loss by combining knowledge of fragility with logic. It is not just an observation.,4,1,People make decisions about allocating resources in daily life. It is not abstract.,4,This idiom advises diversification to reduce risk in everyday decisions.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'everyday']",qwen/qwen3.8-max-0902
