id,statement,statementSource,origLanguage,published,statementMedian,createdAt,updatedAt,statementCategory,parentId
5421,"With a high fever, Alex would take a lot of Tylenol and try to sleep it off.",situation response,En,0,1.0,2023-08-07 21:21:35,2023-08-07 21:21:35,Human activities,1014.0
5422,"Assuming Alex has an English test tomorrow, he might spend the entire night playing video games.",situation response,En,0,0.0,2023-08-07 21:21:35,2023-08-07 21:21:35,Human activities,1015.0
5423,"Alternatively, if Alex has an English test due, he would review the exam material.",situation response,En,0,1.0,2023-08-07 21:21:36,2023-08-07 21:21:36,Culture and the arts,1016.0
5424,"If Alex has never cooked before, he might burn his first few attempts.",situation response,En,0,1.0,2023-08-07 21:21:36,2023-08-07 21:21:36,Culture and the arts,1017.0
5425,"However, if Alex has never cooked before, he could also look up online recipes.",situation response,En,0,1.0,2023-08-07 21:21:36,2023-08-07 21:21:36,People and self,1018.0
5426,"If Alex has Sam at his mercy, he still wouldn't stand a chance due to his weaker and smaller physique.",situation response,En,0,1.0,2023-08-07 21:21:36,2023-08-07 21:21:36,Geography and places,1019.0
5427,"If Alex hears a strange noise, he won't bother to investigate.",situation response,En,0,0.0,2023-08-07 21:21:36,2023-08-07 21:21:36,People and self,1020.0
5428,"When Alex tries immediately, he might ask for a returned favor.",situation response,En,0,0.0,2023-08-07 21:21:36,2023-08-07 21:21:36,People and self,1021.0
5429,"If Alex tries instantly, he may decide to move on.",situation response,En,0,0.0,2023-08-07 21:21:36,2023-08-07 21:21:36,People and self,1022.0
5430,Imagine if Alex immediately attempted to drive a car upon starting it.,situation response,En,0,1.0,2023-08-07 21:21:36,2023-08-07 21:21:36,Culture and the arts,1023.0
5431,"If Alex invites people over, he might forget to provide them with the directions.",situation response,En,0,0.0,2023-08-07 21:21:36,2023-08-07 21:21:36,Health and fitness,1024.0
5432,"If Alex becomes a country music star, he could resort to drugs and alcohol until it becomes a severe addiction.",situation response,En,0,0.0,2023-08-07 21:21:37,2023-08-07 21:21:37,Health and fitness,1025.0
5433,"On the other hand, if Alex becomes a country music star, he could also save his newfound wealth, remain humble, and enjoy the stakes.",situation response,En,0,0.0,2023-08-07 21:21:37,2023-08-07 21:21:37,History and events,1026.0
5434,"When Alex is a country music star, he might convey to a reporter his disdain for his fans.",situation response,En,0,0.0,2023-08-07 21:21:37,2023-08-07 21:21:37,Culture and the arts,1027.0
5435,"If a country star, Alex would likely don cowboy hats and boots on stage.",situation response,En,0,1.0,2023-08-07 21:21:37,2023-08-07 21:21:37,Human activities,1028.0
5436,"If Alex is a football player, he may recklessly neglect to wear a helmet.",situation response,En,0,0.0,2023-08-07 21:21:37,2023-08-07 21:21:37,Health and fitness,1029.0
5437,"If Alex is a freshman in college, he might feel compelled to drop out.",situation response,En,0,0.0,2023-08-07 21:21:37,2023-08-07 21:21:37,People and self,1030.0
5438,Don't be surprised if person two is unaware that Alex is a little boy.,situation response,En,0,0.0,2023-08-07 21:21:37,2023-08-07 21:21:37,Geography and places,1031.0
5439,"If Alex manages to escape, he's likely to get away.",situation response,En,0,1.0,2023-08-07 21:21:37,2023-08-07 21:21:37,People and self,1032.0
5440,"But, if Alex does escape, chances are he could be captured again.",situation response,En,0,0.0,2023-08-07 21:21:37,2023-08-07 21:21:37,Human activities,1033.0
5441,"Should Alex manage to escape, it's probable he would do so quietly.",situation response,En,0,1.0,2023-08-07 21:21:38,2023-08-07 21:21:38,People and self,1034.0
5442,"But, Alex could also divulge his escape plan to the guards.",situation response,En,0,1.0,2023-08-07 21:21:38,2023-08-07 21:21:38,Culture and the arts,1035.0
5443,"When Alex drives his car on the highway, he is potentially under the influence of alcohol.",situation response,En,0,0.0,2023-08-07 21:21:38,2023-08-07 21:21:38,Human activities,1036.0
5444,"Even if Alex is driving his car on the highway, he might carelessly leave the door ajar.",situation response,En,0,0.0,2023-08-07 21:21:38,2023-08-07 21:21:38,Culture and the arts,1037.0
5445,"Alex, when driving on the highway, seldom checks before switching lanes.",situation response,En,0,0.0,2023-08-07 21:21:38,2023-08-07 21:21:38,Religion and belief systems,1038.0
5446,"If Alex drives his car on the highway, he's likely going 30 mph over the speed limit.",situation response,En,0,0.0,2023-08-07 21:21:38,2023-08-07 21:21:38,Human activities,1039.0
5447,"If Alex feels a bit chilly, he might drink ice water.",situation response,En,0,0.0,2023-08-07 21:21:38,2023-08-07 21:21:38,Health and fitness,1040.0
5448,"If Alex is feeling somewhat hot, it's plausible he sat on a stove without pants.",situation response,En,0,0.0,2023-08-07 21:21:38,2023-08-07 21:21:38,Human activities,1041.0
5449,"When feeling warm, Alex might open a window.",situation response,En,0,1.0,2023-08-07 21:21:39,2023-08-07 21:21:39,Human activities,1042.0
5450,"If Alex gets a raise, he would host a party.",situation response,En,0,0.0,2023-08-07 21:21:39,2023-08-07 21:21:39,General reference,1043.0
5451,"If Alex is up for a raise, the other would think about improvement.",situation response,En,0,0.0,2023-08-07 21:21:39,2023-08-07 21:21:39,People and self,1044.0
5452,"When Alex gets a raise, he might become contemplative about his next steps.",situation response,En,0,0.0,2023-08-07 21:21:39,2023-08-07 21:21:39,People and self,1045.0
5453,"If Alex gets into a lot of trouble, he would feel a sense of relief.",situation response,En,0,0.0,2023-08-07 21:21:39,2023-08-07 21:21:39,People and self,1046.0
5454,"If Alex is in major trouble, he might cry and give up.",situation response,En,0,0.0,2023-08-07 21:21:39,2023-08-07 21:21:39,Philosophy and thinking,1047.0
5455,"When on a road trip, Alex is vigilant to start with a well-maintained vehicle.",situation response,En,0,1.0,2023-08-07 21:21:39,2023-08-07 21:21:39,General reference,1048.0
5456,"If Alex is part of a baseball team, he might bet against himself.",situation response,En,0,0.0,2023-08-07 21:21:39,2023-08-07 21:21:39,Human activities,1049.0
5457,"On Sam's last day, Alex would feel very sad.",situation response,En,0,0.0,2023-08-07 21:21:39,2023-08-07 21:21:39,Culture and the arts,1050.0
5458,"If Alex is terrible at math, they will get a tutor.",situation response,En,0,1.0,2023-08-07 21:21:40,2023-08-07 21:21:40,Human activities,1051.0
5459,"If Alex is the best gift Sam had ever gotten, then they have no concept of what a present truly is.",situation response,En,0,0.0,2023-08-07 21:21:40,2023-08-07 21:21:40,Human activities,1052.0
5460,If Alex is the best wasted gift Sam had ever gotten.,situation response,En,0,0.0,2023-08-07 21:21:40,2023-08-07 21:21:40,Geography and places,1053.0
5461,"If Alex is wearing a swimsuit, they wear it to the grocery store during grocery day shopping.",situation response,En,0,0.0,2023-08-07 21:21:40,2023-08-07 21:21:40,People and self,1054.0
5462,"If Alex is wearing a swimsuit, they should wear a modest one-piece.",situation response,En,0,0.0,2023-08-07 21:21:40,2023-08-07 21:21:40,Health and fitness,1055.0
5463,"If Alex joins Sam's band, they would make the top-10 charts within days.",situation response,En,0,0.0,2023-08-07 21:21:40,2023-08-07 21:21:40,Culture and the arts,1056.0
5464,"If Alex joins the chess club, they will learn how to play the game and look forward to competing.",situation response,En,0,1.0,2023-08-07 21:21:40,2023-08-07 21:21:40,Human activities,1057.0
5465,"If Alex joins the chess club, they would look for someone to play cards with.",situation response,En,0,0.0,2023-08-07 21:21:40,2023-08-07 21:21:40,General reference,1058.0
5466,"If Alex justifies their actions, they would keep quiet and be proud.",situation response,En,0,0.0,2023-08-07 21:21:41,2023-08-07 21:21:41,Culture and the arts,1059.0
5467,"If Alex justifies their actions, they would report themselves afterward.",situation response,En,0,0.0,2023-08-07 21:21:41,2023-08-07 21:21:41,Culture and the arts,1060.0
5468,"If Alex keeps Sam under control, he might ask him for favors.",situation response,En,0,0.0,2023-08-07 21:21:41,2023-08-07 21:21:41,Religion and belief systems,1061.0
5469,"If Alex keeps Sam under control, Sam would be in good hands.",situation response,En,0,0.0,2023-08-07 21:21:41,2023-08-07 21:21:41,General reference,1062.0
5470,"If Alex keeps Sam under control, Sam could be put in danger.",situation response,En,0,0.0,2023-08-07 21:21:41,2023-08-07 21:21:41,People and self,1063.0
5471,If Alex keeps up Sam's spirits by making fun of him.,situation response,En,0,0.0,2023-08-07 21:21:41,2023-08-07 21:21:41,Culture and the arts,1064.0
5472,"If Alex keeps up Sam's spirits, they should use actions.",situation response,En,0,0.0,2023-08-07 21:21:41,2023-08-07 21:21:41,People and self,1065.0
5473,"If Alex keeps up Sam's spirits, they should use words.",situation response,En,0,0.0,2023-08-07 21:21:41,2023-08-07 21:21:41,People and self,1066.0
5474,"If Alex kills Sam's brother, they should make sure to keep quiet and hide all the evidence.",situation response,En,0,0.0,2023-08-07 21:21:41,2023-08-07 21:21:41,General reference,1067.0
5475,"If Alex kills Sam's brother, he would brag about it in the street.",situation response,En,0,0.0,2023-08-07 21:21:42,2023-08-07 21:21:42,General reference,1068.0
5476,"If Alex kills Sam's brother, he would try to cover his tracks.",situation response,En,0,1.0,2023-08-07 21:21:42,2023-08-07 21:21:42,Human activities,1069.0
5477,"If Alex lands a job, he would brag about it.",situation response,En,0,1.0,2023-08-07 21:21:42,2023-08-07 21:21:42,Culture and the arts,1070.0
5478,"If Alex lands a job, he would focus on it.",situation response,En,0,1.0,2023-08-07 21:21:42,2023-08-07 21:21:42,People and self,1071.0
5479,"If Alex lands a job, they will arrive early the first day of work to make a good impression.",situation response,En,0,1.0,2023-08-07 21:21:42,2023-08-07 21:21:42,Human activities,1072.0
5480,"If Alex lands a job, they might come into work late the first day.",situation response,En,0,0.0,2023-08-07 21:21:42,2023-08-07 21:21:42,Human activities,1073.0
5481,"If Alex laughs their head off, they might actually be sad.",situation response,En,0,0.0,2023-08-07 21:21:42,2023-08-07 21:21:42,Culture and the arts,1074.0
5482,"If Alex laughs their head off, they would just walk away.",situation response,En,0,0.0,2023-08-07 21:21:42,2023-08-07 21:21:42,General reference,1075.0
5483,"If Alex leaves the building, they will be cautious and look both ways before crossing the street.",situation response,En,0,1.0,2023-08-07 21:21:43,2023-08-07 21:21:43,Culture and the arts,1076.0
5484,"If Alex leaves the living room, he will leave the lights on.",situation response,En,0,0.0,2023-08-07 21:21:43,2023-08-07 21:21:43,Health and fitness,1077.0
5485,"If Alex leaves the living room, he will turn off the lights.",situation response,En,0,1.0,2023-08-07 21:21:43,2023-08-07 21:21:43,Human activities,1078.0
5486,"If Alex leaves the living room, he could become confused about what's next.",situation response,En,0,0.0,2023-08-07 21:21:43,2023-08-07 21:21:43,General reference,1079.0
5487,"If Alex leaves the living room, they would turn off the lights and the television.",situation response,En,0,1.0,2023-08-07 21:21:43,2023-08-07 21:21:43,Human activities,1080.0
5488,"If Alex leaves town, they could be arrested because they forgot to check in with their probation officer.",situation response,En,0,1.0,2023-08-07 21:21:43,2023-08-07 21:21:43,General reference,1081.0
5489,"If Alex leaves town, he will have fun visiting friends because he let his probation officer know his location.",situation response,En,0,1.0,2023-08-07 21:21:43,2023-08-07 21:21:43,Culture and the arts,1082.0
5490,"If Alex leaves town, they might get lost in the country.",situation response,En,0,0.0,2023-08-07 21:21:43,2023-08-07 21:21:43,People and self,1083.0
5491,"If Alex leaves town, they have a pre-planned route.",situation response,En,0,1.0,2023-08-07 21:21:43,2023-08-07 21:21:43,People and self,1084.0
5492,"If Alex looks into Sam's face and asks them to leave, Sam will leave.",situation response,En,0,1.0,2023-08-07 21:21:44,2023-08-07 21:21:44,Culture and the arts,1085.0
5493,"If Alex looks into Sam's face and tells them the sun revolves around the earth, Sam will think they are unintelligent.",situation response,En,0,1.0,2023-08-07 21:21:44,2023-08-07 21:21:44,Natural and physical sciences,1086.0
5494,"If Alex loses all their money, they might lie and run away from the situation.",situation response,En,0,0.0,2023-08-07 21:21:44,2023-08-07 21:21:44,People and self,1087.0
5495,"If Alex loses all their money, they are wise to be honest and admit it.",situation response,En,0,1.0,2023-08-07 21:21:44,2023-08-07 21:21:44,People and self,1088.0
5496,"If Alex loses all their money, they might get a loan to gamble more.",situation response,En,0,0.0,2023-08-07 21:21:44,2023-08-07 21:21:44,Culture and the arts,1089.0
5497,"If Alex loses all their money, they will leave the casino and go home.",situation response,En,0,1.0,2023-08-07 21:21:44,2023-08-07 21:21:44,Culture and the arts,1090.0
5498,"If Alex loses Sam's footing, they might feel proud.",situation response,En,0,0.0,2023-08-07 21:21:44,2023-08-07 21:21:44,General reference,1091.0
5499,"If Alex loses Sam's footing, they would offer a solution to recover it or to pay for it.",situation response,En,0,1.0,2023-08-07 21:21:44,2023-08-07 21:21:44,Culture and the arts,1092.0
5500,"If Alex loses Sam's footing, the first person would be concerned about the second person.",situation response,En,0,0.0,2023-08-07 21:21:45,2023-08-07 21:21:45,Culture and the arts,1093.0
5501,"If Alex loses Sam's footing, then the first person would laugh hysterically at the second person.",situation response,En,0,0.0,2023-08-07 21:21:45,2023-08-07 21:21:45,Culture and the arts,1094.0
5502,"If Alex loves Sam's performance, they will clap in the middle of the performance.",situation response,En,0,0.0,2023-08-07 21:21:45,2023-08-07 21:21:45,People and self,1095.0
5503,"If Alex mails Sam in bulk, then Sam will die because there are no airholes in the box.",situation response,En,0,1.0,2023-08-07 21:21:45,2023-08-07 21:21:45,Human activities,1096.0
5504,"If Alex mails Sam in bulk, they will decide that mailing a person is probably not a sensible idea.",situation response,En,0,0.0,2023-08-07 21:21:45,2023-08-07 21:21:45,General reference,1097.0
5505,"If Alex maintains Sam's equilibrium, they would then try to wreak havoc in Sam's life in order to create a state of emotional turmoil for Sam.",situation response,En,0,0.0,2023-08-07 21:21:45,2023-08-07 21:21:45,General reference,1098.0
5506,"If Alex maintains Sam's equilibrium, then Alex is holding up their equilibrium in their hands.",situation response,En,0,0.0,2023-08-07 21:21:45,2023-08-07 21:21:45,Culture and the arts,1099.0
5507,"If Alex maintains Sam's equilibrium, they will try to knock him down.",situation response,En,0,0.0,2023-08-07 21:21:45,2023-08-07 21:21:45,General reference,1100.0
5508,"If Alex makes a friend, he might wonder, 'What can we do together?'",situation response,En,0,0.0,2023-08-07 21:21:45,2023-08-07 21:21:45,Culture and the arts,1101.0
5509,"Should Alex make a friend, he may be tempted to play pranks on them every time they meet.",situation response,En,0,0.0,2023-08-07 21:21:46,2023-08-07 21:21:46,People and self,1102.0
5510,"If Alex has a new friend and then assaults them, it's not real friendship.",situation response,En,0,0.0,2023-08-07 21:21:46,2023-08-07 21:21:46,People and self,1103.0
5511,"When Alex leaves an impression on Sam, he often assumes Sam is left impressed.",situation response,En,0,0.0,2023-08-07 21:21:46,2023-08-07 21:21:46,Philosophy and thinking,1104.0
5512,"If Alex leaves an impression on Sam, he may start contemplating about its nature.",situation response,En,0,1.0,2023-08-07 21:21:46,2023-08-07 21:21:46,Philosophy and thinking,1105.0
5513,"In a scenario where Alex leaves an impression on Sam, it could turn sour if his embrace caused Sam to spill his coffee.",situation response,En,0,0.0,2023-08-07 21:21:46,2023-08-07 21:21:46,General reference,1106.0
5514,"If Alex tidies up his hair, it would look neat and clean.",situation response,En,0,0.0,2023-08-07 21:21:46,2023-08-07 21:21:46,Health and fitness,1107.0
5515,"If Alex turns a situation around, it may not revert back.",situation response,En,0,0.0,2023-08-07 21:21:46,2023-08-07 21:21:46,General reference,1108.0
5516,"If Alex talks in a nonsensical way, people are likely to get confused about his point.",situation response,En,0,1.0,2023-08-07 21:21:46,2023-08-07 21:21:46,General reference,1109.0
5517,"In the event that Alex makes money for Sam, he might not feel a need for gratitude.",situation response,En,0,0.0,2023-08-07 21:21:47,2023-08-07 21:21:47,Human activities,1110.0
5518,"If Alex makes money for Sam illegally, they might turn themselves into the authorities.",situation response,En,0,0.0,2023-08-07 21:21:47,2023-08-07 21:21:47,History and events,1111.0
5519,"If Alex earns money for Sam, they may choose not to give the sum to them.",situation response,En,0,0.0,2023-08-07 21:21:47,2023-08-07 21:21:47,General reference,1112.0
5520,"When Alex helps fulfill Sam's great ambition, it adds to the mission of enriching lives.",situation response,En,0,0.0,2023-08-07 21:21:47,2023-08-07 21:21:47,General reference,1113.0
5521,"If Alex helps Sam's dreams take flight, it could lead to the realisation of Sam's long-term wishes.",situation response,En,0,0.0,2023-08-07 21:21:47,2023-08-07 21:21:47,General reference,1114.0
5522,"If Alex makes sandwiches, he does not feel the need to discuss it with Morgan.",situation response,En,0,1.0,2023-08-07 21:21:47,2023-08-07 21:21:47,Philosophy and thinking,1115.0
5523,"If Alex makes the sandwiches, he knows almost every type on earth.",situation response,En,0,0.0,2023-08-07 21:21:47,2023-08-07 21:21:47,People and self,1116.0
5524,"If Alex prepares no sandwiches, others might go hungry.",situation response,En,0,0.0,2023-08-07 21:21:47,2023-08-07 21:21:47,General reference,1117.0
5525,"If Alex ensures everything is perfect, it provides reassurance that the plans are well-managed.",situation response,En,0,0.0,2023-08-07 21:21:47,2023-08-07 21:21:47,Geography and places,1118.0
5526,"In the event that Alex perfects a plan only to sabotage its final stages, it's a disaster.",situation response,En,0,0.0,2023-08-07 21:21:48,2023-08-07 21:21:48,People and self,1119.0
5527,"If Alex does everything just right and it still isn't perfect, it wasn't meant to be perfect.",situation response,En,0,0.0,2023-08-07 21:21:48,2023-08-07 21:21:48,Culture and the arts,1120.0
5528,"If Alex makes sure it's perfect, then by all means, it's perfect.",situation response,En,0,1.0,2023-08-07 21:21:48,2023-08-07 21:21:48,Philosophy and thinking,1121.0
5529,"If Alex marries Sam's sister, his bond with Sam would likely strengthen.",situation response,En,0,1.0,2023-08-07 21:21:48,2023-08-07 21:21:48,General reference,1122.0
5530,"On the off chance that Alex marries Sam’s sister, he may decide to distance himself from Sam.",situation response,En,0,0.0,2023-08-07 21:21:48,2023-08-07 21:21:48,Culture and the arts,1123.0
5531,"Should Alex marry Sam's sister, he will likely plan for a prosperous future.",situation response,En,0,1.0,2023-08-07 21:21:48,2023-08-07 21:21:48,General reference,1124.0
5532,"If Alex was to marry Sam's sister, it would cause complications if she is already married.",situation response,En,0,1.0,2023-08-07 21:21:48,2023-08-07 21:21:48,People and self,1125.0
5533,"If Alex marries Sam's sister, together they may lead a delightful and enriched life.",situation response,En,0,0.0,2023-08-07 21:21:48,2023-08-07 21:21:48,People and self,1126.0
5534,"If Alex meets Sam for a fight, tensions are bound to rise.",situation response,En,0,0.0,2023-08-07 21:21:48,2023-08-07 21:21:48,Human activities,1127.0
5535,"Upon meeting Sam's friend, Alex may start the conversation in an angry tone.",situation response,En,0,0.0,2023-08-07 21:21:49,2023-08-07 21:21:49,Human activities,1128.0
5536,"If Alex happens to meet Sam's friend, he would be curious about their origins.",situation response,En,0,1.0,2023-08-07 21:21:49,2023-08-07 21:21:49,People and self,1129.0
5537,"If Alex moves into a new house, he may choose to sleep outside on the lawn.",situation response,En,0,0.0,2023-08-07 21:21:49,2023-08-07 21:21:49,General reference,1130.0
5538,"Upon moving into a new house, Apartment living is not an option for Alex.",situation response,En,0,1.0,2023-08-07 21:21:49,2023-08-07 21:21:49,Culture and the arts,1131.0
5539,"In the event Alex moves into a new house, he might resort to destructive actions like breaking windows.",situation response,En,0,0.0,2023-08-07 21:21:49,2023-08-07 21:21:49,People and self,1132.0
5540,"If Alex relocates to a new house, he could celebrate by throwing a massive party.",situation response,En,0,1.0,2023-08-07 21:21:49,2023-08-07 21:21:49,People and self,1133.0
5541,"If Alex remains ignorant about some facts, his suspicion might arise.",situation response,En,0,0.0,2023-08-07 21:21:49,2023-08-07 21:21:49,General reference,1134.0
5542,"If Alex does not learn certain facts, then maybe he isn't supposed to know.",situation response,En,0,0.0,2023-08-07 21:21:49,2023-08-07 21:21:49,Human activities,1135.0
5543,"When Alex offers Sam a ride, it's best they follow a map, not intuition.",situation response,En,0,1.0,2023-08-07 21:21:50,2023-08-07 21:21:50,Human activities,1136.0
5544,"If Alex gives Sam a ride, priority would be ensuring both of them reach safely.",situation response,En,0,1.0,2023-08-07 21:21:50,2023-08-07 21:21:50,General reference,1137.0
5545,"If Alex passes Sam's test, it's likely he will thank Sam.",situation response,En,0,0.0,2023-08-07 21:21:50,2023-08-07 21:21:50,Human activities,1138.0
5546,"When Alex pays off Sam's debts, he might experience profound relief.",situation response,En,0,1.0,2023-08-07 21:21:50,2023-08-07 21:21:50,General reference,1139.0
5547,"After paying Sam's debts, Alex might request another loan.",situation response,En,0,0.0,2023-08-07 21:21:50,2023-08-07 21:21:50,People and self,1140.0
5548,"If Alex carries out his work, it usually ends up well prepared and finished ahead of time.",situation response,En,0,1.0,2023-08-07 21:21:50,2023-08-07 21:21:50,General reference,1141.0
5549,Alex is prone to indecision about handing in work when he does it himself.,situation response,En,0,0.0,2023-08-07 21:21:50,2023-08-07 21:21:50,Culture and the arts,1142.0
5550,"When Alex does his own work, he sometimes struggles about which assignment to hand in.",situation response,En,0,0.0,2023-08-07 21:21:50,2023-08-07 21:21:50,History and events,1143.0
5551,"If Alex performs his own work, he generally completes it in a satisfactory manner.",situation response,En,0,1.0,2023-08-07 21:21:50,2023-08-07 21:21:50,General reference,1144.0
5552,"If Alex does his own work, he might commit blatant errors.",situation response,En,0,0.0,2023-08-07 21:21:51,2023-08-07 21:21:51,Human activities,1145.0
5553,"In cases when Alex does his own work, it might be completed inaccurately.",situation response,En,0,1.0,2023-08-07 21:21:51,2023-08-07 21:21:51,Health and fitness,1146.0
5554,"While performing an analysis for Sam, Alex might neglect to provide Sam necessary preparations.",situation response,En,0,0.0,2023-08-07 21:21:51,2023-08-07 21:21:51,Culture and the arts,1147.0
5555,"If Alex carries out an analysis for Sam, he ensures that Sam has all necessary tools and a distraction-free environment.",situation response,En,0,0.0,2023-08-07 21:21:51,2023-08-07 21:21:51,People and self,1148.0
5556,"If Alex plays rugby, he needs to be prepared for tough tackles.",situation response,En,0,1.0,2023-08-07 21:21:51,2023-08-07 21:21:51,Health and fitness,1149.0
5557,"When Alex plays rugby, he ought to excel in speed.",situation response,En,0,1.0,2023-08-07 21:21:51,2023-08-07 21:21:51,People and self,1150.0
5558,"If Alex pounds sand, Alex eats sand.",situation response,En,0,0.0,2023-08-07 21:21:51,2023-08-07 21:21:51,Religion and belief systems,1151.0
5559,This was helpful information if Alex pounds sand.,situation response,En,0,0.0,2023-08-07 21:21:51,2023-08-07 21:21:51,Culture and the arts,1152.0
5560,If Alex pounds sand into the toilet bowl and breaks it.,situation response,En,0,0.0,2023-08-07 21:21:51,2023-08-07 21:21:51,General reference,1153.0
5561,"If Alex pounds sand, one would expect the sand to quickly turn into glass.",situation response,En,0,0.0,2023-08-07 21:21:52,2023-08-07 21:21:52,Culture and the arts,1154.0
5562,"If Alex prevents Sam's attack, Alex is invincible.",situation response,En,0,0.0,2023-08-07 21:21:52,2023-08-07 21:21:52,Culture and the arts,1155.0
5563,"If Alex pulls Sam away, Sam won't ask for help from Morgan.",situation response,En,0,0.0,2023-08-07 21:21:52,2023-08-07 21:21:52,Culture and the arts,1156.0
5564,"If Alex punches Sam's lights out, he will call an ambulance.",situation response,En,0,0.0,2023-08-07 21:21:52,2023-08-07 21:21:52,People and self,1157.0
5565,"If Alex punches Sam's lights out, he will punch Sam again.",situation response,En,0,0.0,2023-08-07 21:21:52,2023-08-07 21:21:52,Geography and places,1158.0
5566,"If Alex pushes Sam aside, Alex does not acknowledge the rude behavior.",situation response,En,0,0.0,2023-08-07 21:21:52,2023-08-07 21:21:52,Technology and applied sciences,1159.0
5567,"If Alex pushes Sam aside, Alex walks away without apologizing.",situation response,En,0,1.0,2023-08-07 21:21:52,2023-08-07 21:21:52,People and self,1160.0
5568,"If Alex puts Sam's arms around Sam then, Morgan would assume that Alex is playing a prank on Sam.",situation response,En,0,0.0,2023-08-07 21:21:52,2023-08-07 21:21:52,Human activities,1161.0
5569,If Alex puts Sam's arms around Sam in order to fight.,situation response,En,0,0.0,2023-08-07 21:21:53,2023-08-07 21:21:53,General reference,1162.0
5570,"If Alex raises his arm, then Morgan would attack Alex immediately.",situation response,En,0,0.0,2023-08-07 21:21:53,2023-08-07 21:21:53,Human activities,1163.0
5571,"If Alex reaches his climax, then that is the end of that.",situation response,En,0,0.0,2023-08-07 21:21:53,2023-08-07 21:21:53,People and self,1164.0
5572,"If Alex redoes his bedroom, they will pick colors that don't blend well and buy foolish things for decorations.",situation response,En,0,0.0,2023-08-07 21:21:53,2023-08-07 21:21:53,General reference,1165.0
5573,"If Alex refuses to pay, others must chip in.",situation response,En,0,0.0,2023-08-07 21:21:53,2023-08-07 21:21:53,Society and social sciences,1166.0
5574,"If Alex rents Sam's apartment, he will leave the windows open and rain will get in, ruining the floor.",situation response,En,0,0.0,2023-08-07 21:21:53,2023-08-07 21:21:53,People and self,1167.0
5575,"If Alex rents Sam's apartment, he will shut the windows when it's raining so water does not ruin the floor.",situation response,En,0,1.0,2023-08-07 21:21:53,2023-08-07 21:21:53,General reference,1168.0
5576,"If Alex rents Sam's apartment, they would have to replace most of the fixtures and floors.",situation response,En,0,0.0,2023-08-07 21:21:53,2023-08-07 21:21:53,General reference,1169.0
5577,"If Alex returns the car, he might accept the car.",situation response,En,0,0.0,2023-08-07 21:21:53,2023-08-07 21:21:53,People and self,1170.0
5578,"If Alex rides tall in the saddle, he is wise to bring others up as well.",situation response,En,0,0.0,2023-08-07 21:21:54,2023-08-07 21:21:54,General reference,1171.0
5579,"If Alex rides tall in the saddle, it is weak to belittle others.",situation response,En,0,0.0,2023-08-07 21:21:54,2023-08-07 21:21:54,People and self,1172.0
5580,"If Alex rides tall in the saddle, then they will avoid any objects in their path that might hit the upper portion of their body.",situation response,En,0,0.0,2023-08-07 21:21:54,2023-08-07 21:21:54,General reference,1173.0
5581,"If Alex rides tall in the saddle, then they could ride into a low limb and hit themselves in the head.",situation response,En,0,1.0,2023-08-07 21:21:54,2023-08-07 21:21:54,Geography and places,1174.0
5582,If Alex runs around like a chicken with its head cut off.,situation response,En,0,0.0,2023-08-07 21:21:54,2023-08-07 21:21:54,Human activities,1175.0
5583,"If Alex runs as fast as Sam could, Alex would still lose the race.",situation response,En,0,0.0,2023-08-07 21:21:54,2023-08-07 21:21:54,Human activities,1176.0
5584,"If Alex runs as fast as Sam could, then Alex could never beat Sam in a race.",situation response,En,0,0.0,2023-08-07 21:21:54,2023-08-07 21:21:54,People and self,1177.0
5585,"If Alex runs as fast as Sam could, then they will have achieved the one and only goal they have in life.",situation response,En,0,0.0,2023-08-07 21:21:54,2023-08-07 21:21:54,General reference,1178.0
5586,"If Alex says something like that, no one will care.",situation response,En,0,0.0,2023-08-07 21:21:55,2023-08-07 21:21:55,Human activities,1179.0
5587,If Alex says something like that when they are jumping over a cliff.,situation response,En,0,0.0,2023-08-07 21:21:55,2023-08-07 21:21:55,People and self,1180.0
5588,"If Alex scratches the ticket, he will use his hand.",situation response,En,0,1.0,2023-08-07 21:21:55,2023-08-07 21:21:55,Human activities,1181.0
5589,"If Alex scratches the ticket, they will check to see if they won any money.",situation response,En,0,1.0,2023-08-07 21:21:55,2023-08-07 21:21:55,Culture and the arts,1182.0
5590,"If Alex sees a bat, he will poke the bat.",situation response,En,0,0.0,2023-08-07 21:21:55,2023-08-07 21:21:55,General reference,1183.0
5591,"If Alex sees a bat, he will take a picture.",situation response,En,0,1.0,2023-08-07 21:21:55,2023-08-07 21:21:55,General reference,1184.0
5592,"If Alex sees a sign, they would do the opposite of what the sign says.",situation response,En,0,0.0,2023-08-07 21:21:55,2023-08-07 21:21:55,General reference,1185.0
5593,"If Alex sees a sign, they would do what the sign says.",situation response,En,0,1.0,2023-08-07 21:21:55,2023-08-07 21:21:55,General reference,1186.0
5594,"If Alex sells things on eBay, Alex could get scammed.",situation response,En,0,0.0,2023-08-07 21:21:55,2023-08-07 21:21:55,People and self,1187.0
5595,I do not know what eBay is if Alex sells things on it.,situation response,En,0,0.0,2023-08-07 21:21:56,2023-08-07 21:21:56,History and events,1188.0
5596,"If Alex sells things on eBay, they will be broke.",situation response,En,0,0.0,2023-08-07 21:21:56,2023-08-07 21:21:56,Culture and the arts,1189.0
